# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_3	cds	760085	760324	-	JPEOAD_00719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6N4
contig_3	cds	760418	760825	+	JPEOAD_00720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6P3
contig_3	cds	760884	761375	+	JPEOAD_00721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6P7
contig_3	cds	761372	762217	+	JPEOAD_00722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Q8
contig_3	cds	762257	763819	+	JPEOAD_00723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6S1
contig_3	cds	764065	764529	+	JPEOAD_00724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R6
contig_3	cds	764540	765202	-	JPEOAD_00725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Q0
contig_3	cds	765297	766079	-	JPEOAD_00726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6P5
contig_3	cds	766106	767917	-	JPEOAD_00727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6P9
contig_3	cds	768018	768449	-	JPEOAD_00728	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R1
contig_3	cds	768452	768910	-	JPEOAD_00729	286.0	8.9e-98	1.0	1.0	0.961	UniRef:UniRef90_A0A318QMA5
contig_3	cds	769098	770117	-	JPEOAD_00730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Q3
contig_3	cds	770399	771949	+	JPEOAD_00731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Q7
contig_3	cds	772174	772710	-	JPEOAD_00732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R5
contig_3	cds	772769	773104	-	JPEOAD_00733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JKM4
contig_3	cds	773191	773907	-	JPEOAD_00734	438.0	3.2e-155	0.903	1.0	1.0	UniRef:UniRef90_A0A858JIB3
contig_3	cds	773919	774257	-	JPEOAD_00735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R0
contig_3	cds	774378	775580	+	JPEOAD_00736	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004D558A5
contig_3	cds	775924	777531	+	JPEOAD_00737	522.0	1.6e-177	1.022	0.906	0.505	UniRef:UniRef90_UPI002AA63886
contig_3	cds	777477	778796	+	JPEOAD_00738	607.0	9.3e-215	0.973	0.928	0.707	UniRef:UniRef90_A0A257PHR7
contig_3	cds	778920	780179	+	JPEOAD_00739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R7
contig_3	cds	780249	781982	+	JPEOAD_00740	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Q5
contig_3	cds	782241	783968	-	JPEOAD_00741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R3
contig_3	cds	784019	786241	-	JPEOAD_00742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6S0
contig_3	cds	786557	786814	-	JPEOAD_00743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6S6
contig_3	cds	786814	788649	-	JPEOAD_00744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U7
contig_3	cds	788646	788894	-	JPEOAD_00745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T6
contig_3	cds	789024	790358	-	JPEOAD_00746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJR9
contig_3	cds	790427	791518	+	JPEOAD_00747	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R8
contig_3	cds	791626	792378	-	JPEOAD_00748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6S2
contig_3	cds	792375	792749	-	JPEOAD_00749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T3
contig_3	cds	792746	793993	-	JPEOAD_00750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6R9
contig_3	cds	794026	794796	+	JPEOAD_00751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6S5
contig_3	cds	794760	795533	-	JPEOAD_00752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6S8
contig_3	cds	795530	796267	-	JPEOAD_00753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T5
contig_3	cds	796264	796905	-	JPEOAD_00754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6V3
contig_3	cds	796902	798137	-	JPEOAD_00755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U5
contig_3	cds	798134	801505	-	JPEOAD_00756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T1
contig_3	cds	801642	802688	-	JPEOAD_00757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6S7
contig_3	cds	802694	803092	-	JPEOAD_00758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T4
contig_3	ncRNA-region	803250	803483	-	-	83.4	2.6e-14	-	-	-	RFAM:RF00174
contig_3	cds	803538	804065	-	JPEOAD_00759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U9
contig_3	cds	804232	804456	+	JPEOAD_00760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T0
contig_3	cds	804522	805487	-	JPEOAD_00761	591.0	1.2e-212	1.0	0.985	0.925	UniRef:UniRef90_G2I0F9
contig_3	cds	805830	806690	+	JPEOAD_00762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U3
contig_3	cds	806831	807922	+	JPEOAD_00763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U0
contig_3	cds	808099	808497	+	JPEOAD_00764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W3
contig_3	cds	808662	810503	-	JPEOAD_00765	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6V1
contig_3	cds	810576	810695	-	JPEOAD_00766	-	-	-	-	-	-
contig_3	cds	810898	812598	+	JPEOAD_00767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T8
contig_3	cds	812624	813499	+	JPEOAD_00768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U6
contig_3	cds	813684	814196	+	JPEOAD_00769	-	-	-	-	-	-
contig_3	cds	814193	815041	+	JPEOAD_00770	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6T7
contig_3	cds	815647	816309	+	JPEOAD_00771	313.0	4.6e-106	1.0	0.991	0.936	UniRef:UniRef90_A0A0D6QC74
contig_3	cds	816397	817449	+	JPEOAD_00772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6V4
contig_3	cds	817452	817874	+	JPEOAD_00773	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6V7
contig_3	cds	817929	818366	+	JPEOAD_00774	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X2
contig_3	cds	818635	820101	+	JPEOAD_00775	862.0	0.0	0.932	1.0	0.998	UniRef:UniRef90_A0A858JRR0
contig_3	cds	820183	821583	-	JPEOAD_00776	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U1
contig_3	cds	821701	822981	-	JPEOAD_00777	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U2
contig_3	cds	823049	824509	+	JPEOAD_00778	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W0
contig_3	cds	824509	824907	+	JPEOAD_00779	247.0	5.7e-83	0.947	1.0	1.0	UniRef:UniRef90_A0A858JRJ4
contig_3	cds	825069	825476	+	JPEOAD_00780	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6U8
contig_3	cds	825582	826325	+	JPEOAD_00781	439.0	9.2e-155	1.0	0.905	0.960	UniRef:UniRef90_A0A318QSI1
contig_3	cds	826460	826933	-	JPEOAD_00782	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X0
contig_3	cds	826930	827679	-	JPEOAD_00783	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W5
contig_3	cds	827676	829190	-	JPEOAD_00784	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Y2
contig_3	cds	829242	829808	-	JPEOAD_00785	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W8
contig_3	cds	829943	830347	-	JPEOAD_00786	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6V5
contig_3	cds	830414	833923	-	JPEOAD_00787	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W1
contig_3	cds	834119	834499	+	JPEOAD_00788	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W9
contig_3	cds	834583	836829	+	JPEOAD_00789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X4
contig_3	cds	836826	838280	+	JPEOAD_00790	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6V2
contig_3	cds	838292	840061	+	JPEOAD_00791	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6V8
contig_3	cds	840054	842975	+	JPEOAD_00792	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Y0
contig_3	cds	843062	844249	+	JPEOAD_00793	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JIM8
contig_3	cds	844246	845544	+	JPEOAD_00794	850.0	0.0	0.965	1.0	1.0	UniRef:UniRef90_A0A858JL50
contig_3	cds	845712	846239	-	JPEOAD_00795	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Y1
contig_3	tRNA	846502	846575	+	JPEOAD_00796	76.2	-	-	-	-	-
contig_3	cds	846668	848347	+	JPEOAD_00797	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W6
contig_3	cds	848422	848949	+	JPEOAD_00798	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JG75
contig_3	cds	849163	849780	-	JPEOAD_00799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X6
contig_3	cds	849800	850618	-	JPEOAD_00800	564.0	4.4e-203	1.0	0.872	0.993	UniRef:UniRef90_G2I0J6
contig_3	cds	850956	851906	-	JPEOAD_00801	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6W2
contig_3	cds	852759	853337	+	JPEOAD_00803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X1
contig_3	cds	853438	855090	+	JPEOAD_00804	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Y7
contig_3	cds	855160	855552	+	JPEOAD_00805	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Y6
contig_3	cds	855691	856185	-	JPEOAD_00806	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C701
contig_3	cds	856263	856490	-	JPEOAD_00807	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Z4
contig_3	cds	856563	857729	+	JPEOAD_00808	662.0	5.8e-239	0.907	1.0	0.923	UniRef:UniRef90_G2I0K4
contig_3	cds	857726	858886	+	JPEOAD_00809	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X8
contig_3	cds	858886	859959	+	JPEOAD_00810	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Z0
contig_3	cds	859956	860255	+	JPEOAD_00811	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Y9
contig_3	cds	860282	861097	+	JPEOAD_00812	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X3
contig_3	cds	861195	862352	-	JPEOAD_00813	592.0	5.6e-211	0.992	0.977	0.945	UniRef:UniRef90_G2I0K9
contig_3	cds	862593	863753	+	JPEOAD_00814	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C704
contig_3	cds	863832	865403	+	JPEOAD_00815	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Z6
contig_3	cds	865409	866524	+	JPEOAD_00816	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C709
contig_3	cds	866568	868031	+	JPEOAD_00817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C700
contig_3	cds	868041	868589	-	JPEOAD_00818	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JKM3
contig_3	cds	868671	869036	+	JPEOAD_00819	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Z3
contig_3	cds	869082	870650	+	JPEOAD_00820	972.0	0.0	0.973	1.002	0.911	UniRef:UniRef90_A0A0M0EGB4
contig_3	cds	870638	872824	+	JPEOAD_00821	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Z7
contig_3	cds	872837	873289	-	JPEOAD_00822	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6X9
contig_3	cds	874044	875360	+	JPEOAD_00823	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Y5
contig_3	cds	875608	875889	-	JPEOAD_00824	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C715
contig_3	cds	876024	877094	-	JPEOAD_00825	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C706
contig_3	cds	877188	877715	-	JPEOAD_00826	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C719
contig_3	cds	877836	878843	-	JPEOAD_00827	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C714
contig_3	cds	879243	881303	+	JPEOAD_00828	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JD82
contig_3	cds	881413	884271	+	JPEOAD_00829	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Z8
contig_3	cds	884393	885391	+	JPEOAD_00830	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C717
contig_3	cds	885542	887071	+	JPEOAD_00831	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDCA3F
contig_3	cds	887077	887904	+	JPEOAD_00832	549.0	1.3e-197	1.0	0.989	1.0	UniRef:UniRef90_G2I0M8
contig_3	cds	887932	888762	+	JPEOAD_00833	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C6Z5
contig_3	cds	888764	889504	+	JPEOAD_00834	462.0	6.3e-164	1.0	0.935	0.927	UniRef:UniRef90_A0A0M0EKN5
contig_3	cds	889600	890304	+	JPEOAD_00835	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C711
contig_3	cds	890301	890852	+	JPEOAD_00836	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C732
contig_3	cds	891006	891479	+	JPEOAD_00837	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C724
contig_3	cds	891476	892297	+	JPEOAD_00838	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C716
contig_3	tRNA	892467	892543	-	JPEOAD_00839	88.4	-	-	-	-	-
contig_3	cds	892680	893207	-	JPEOAD_00840	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C708
contig_3	cds	893338	893880	-	JPEOAD_00841	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C727
contig_3	cds	894010	894945	+	JPEOAD_00842	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C713
contig_3	cds	895044	895169	+	JPEOAD_00843	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2S3W2Q4
contig_3	cds	895234	895869	+	JPEOAD_00844	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000207FDF6
contig_3	cds	896037	896999	-	JPEOAD_00845	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C735
contig_3	cds	897026	898072	-	JPEOAD_00846	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C722
contig_3	cds	898085	898516	-	JPEOAD_00847	231.0	8.7e-76	1.014	0.935	0.828	UniRef:UniRef90_UPI0034D383FA
contig_3	cds	898951	899772	-	JPEOAD_00848	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C737
contig_3	cds	899881	900447	-	JPEOAD_00849	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C726
contig_3	cds	900534	901613	-	JPEOAD_00850	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C723
contig_3	cds	901665	902684	+	JPEOAD_00851	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C736
contig_3	cds	902808	903443	-	JPEOAD_00852	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C721
contig_3	cds	903506	903922	-	JPEOAD_00853	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDBEF7
contig_3	cds	903979	904242	+	JPEOAD_00854	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C710
contig_3	cds	904246	904587	+	JPEOAD_00855	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C743
contig_3	ncRNA	904597	904755	+	JPEOAD_00856	71.4	8.5e-13	-	-	-	RFAM:RF00013
contig_3	cds	904828	905376	+	JPEOAD_00857	368.0	8.5e-129	1.0	0.897	0.951	UniRef:UniRef90_G2I0Q1
contig_3	cds	905391	906206	+	JPEOAD_00858	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C748
contig_3	cds	906303	907757	-	JPEOAD_00859	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C744
contig_3	cds	907787	908944	-	JPEOAD_00860	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C734
contig_3	cds	909071	909862	-	JPEOAD_00861	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C731
contig_3	cds	909878	910918	-	JPEOAD_00862	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JIU3
contig_3	cds	911146	912606	-	JPEOAD_00863	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C730
contig_3	cds	912728	913105	-	JPEOAD_00864	233.0	4.3e-77	0.976	0.813	0.959	UniRef:UniRef90_A0A0M0ECQ3
contig_3	cds	913226	914431	+	JPEOAD_00865	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C718
contig_3	tRNA	914475	914550	+	JPEOAD_00866	74.3	-	-	-	-	-
contig_3	cds	914572	915432	-	JPEOAD_00867	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C754
contig_3	cds	915432	916778	-	JPEOAD_00868	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C739
contig_3	cds	917010	917492	+	JPEOAD_00869	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C758
contig_3	cds	917498	918001	+	JPEOAD_00870	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C755
contig_3	cds	918185	918469	-	JPEOAD_00871	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C752
contig_3	cds	918499	919341	-	JPEOAD_00872	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C742
contig_3	cds	919408	919581	+	JPEOAD_00873	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C756
contig_3	cds	919815	920525	-	JPEOAD_00874	457.0	1.5e-162	0.962	0.923	0.982	UniRef:UniRef90_UPI001F0B1B25
contig_3	cds	920965	921177	+	JPEOAD_00875	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C728
contig_3	cds	921404	923266	-	JPEOAD_00876	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C733
contig_3	cds	923473	925623	+	JPEOAD_00877	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C765
contig_3	tRNA	925719	925793	+	JPEOAD_00878	83.8	-	-	-	-	-
contig_3	cds	925916	926473	-	JPEOAD_00879	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C750
contig_3	cds	926598	927992	+	JPEOAD_00880	853.0	0.0	0.976	0.998	0.936	UniRef:UniRef90_G2I0X0
contig_3	cds	927961	928167	+	JPEOAD_00881	-	-	-	-	-	-
contig_3	cds	928172	929200	-	JPEOAD_00882	436.0	1.8e-151	0.868	0.983	0.771	UniRef:UniRef90_A0A318PNK8
contig_3	cds	929728	930954	+	JPEOAD_00883	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PX27
contig_3	cds	930951	931796	+	JPEOAD_00884	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PR21
contig_3	cds	932185	933921	-	JPEOAD_00885	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C502
contig_3	cds	933923	934363	-	JPEOAD_00886	-	-	-	-	-	-
contig_3	cds	935419	935715	+	JPEOAD_00887	201.0	1.4e-65	1.0	0.942	0.959	UniRef:UniRef90_UPI0004745C42
contig_3	cds	935739	937298	-	JPEOAD_00888	1008.0	0.0	1.0	0.968	0.969	UniRef:UniRef90_F1YR94
contig_3	cds	937413	937760	-	JPEOAD_00889	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0U5B8Y7
contig_3	cds	938130	938549	+	JPEOAD_00890	-	-	-	-	-	-
contig_3	cds	938479	939450	-	JPEOAD_00891	553.0	1.0e-198	0.814	1.0	0.996	UniRef:UniRef90_A0A0U5BK37
contig_3	cds	939390	940220	-	JPEOAD_00892	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	940289	940957	-	JPEOAD_00893	334.0	2.6e-114	0.950	0.925	0.815	UniRef:UniRef90_UPI0011BED988
contig_3	cds	941072	941419	-	JPEOAD_00894	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0U5B8Y7
contig_3	cds	941653	941877	+	JPEOAD_00895	114.0	7.0e-32	0.986	0.948	0.767	UniRef:UniRef90_A0A511XF33
contig_3	cds	941895	942188	+	JPEOAD_00896	196.0	7.2e-64	0.990	1.0	0.979	UniRef:UniRef90_UPI0012E8E1E0
contig_3	cds	942117	944105	-	JPEOAD_00897	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E19011
contig_3	cds	944544	945374	+	JPEOAD_00898	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	946060	947466	-	JPEOAD_00899	893.0	0.0	1.0	0.860	1.0	UniRef:UniRef90_A0A858JEJ7
contig_3	tRNA	947797	947887	-	JPEOAD_00900	84.8	-	-	-	-	-
contig_3	cds	948032	949837	-	JPEOAD_00901	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C749
contig_3	cds	949931	950602	-	JPEOAD_00902	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C738
contig_3	cds	950599	950820	-	JPEOAD_00903	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C745
contig_3	cds	951128	951634	+	JPEOAD_00904	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C775
contig_3	cds	951715	952482	-	JPEOAD_00905	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C757
contig_3	cds	952570	954342	-	JPEOAD_00906	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C786
contig_3	cds	954513	955499	-	JPEOAD_00907	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C772
contig_3	cds	955586	956740	-	JPEOAD_00908	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C776
contig_3	cds	956820	957287	-	JPEOAD_00909	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C759
contig_3	cds	957335	958894	-	JPEOAD_00910	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JEL1
contig_3	cds	959150	959518	+	JPEOAD_00911	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C760
contig_3	cds	959578	960114	+	JPEOAD_00912	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C747
contig_3	cds	960111	960341	+	JPEOAD_00913	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C753
contig_3	cds	960338	960994	+	JPEOAD_00914	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C783
contig_3	cds	961091	961846	+	JPEOAD_00915	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C769
contig_3	cds	961834	963186	+	JPEOAD_00916	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C796
contig_3	cds	963192	963701	+	JPEOAD_00917	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C782
contig_3	cds	963655	963831	-	JPEOAD_00918	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C781
contig_3	cds	963961	966024	+	JPEOAD_00919	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C768
contig_3	cds	966192	967616	+	JPEOAD_00920	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JMF0
contig_3	cds	967970	968239	+	JPEOAD_00921	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C771
contig_3	cds	968284	968871	-	JPEOAD_00922	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C761
contig_3	cds	968868	970277	-	JPEOAD_00923	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C763
contig_3	cds	970274	971017	-	JPEOAD_00924	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C791
contig_3	cds	971124	972071	+	JPEOAD_00925	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C778
contig_3	cds	972236	973066	+	JPEOAD_00926	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	973076	973345	-	JPEOAD_00927	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DD37D8
contig_3	cds	973460	974545	-	JPEOAD_00928	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C794
contig_3	cds	974542	975459	-	JPEOAD_00929	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C792
contig_3	cds	975757	977214	+	JPEOAD_00930	908.0	0.0	1.0	0.949	0.924	UniRef:UniRef90_A0A0N1N4W0
contig_3	cds	977211	978218	+	JPEOAD_00931	675.0	2.0e-245	1.0	0.985	1.0	UniRef:UniRef90_G2I105
contig_3	tRNA	978348	978422	-	JPEOAD_00932	75.1	-	-	-	-	-
contig_3	cds	978515	979153	-	JPEOAD_00933	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C784
contig_3	cds	979214	980050	-	JPEOAD_00934	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C767
contig_3	cds	980050	980553	-	JPEOAD_00935	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_G2I108
contig_3	cds	980718	981008	-	JPEOAD_00936	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C7A5
contig_3	cds	981183	982157	+	JPEOAD_00937	612.0	1.1e-220	1.0	0.994	0.917	UniRef:UniRef90_A0A858JGH3
contig_3	cds	982218	983084	+	JPEOAD_00938	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C7B5
