# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	402055	402537	+	JPEOAD_00384		flavin reductase family protein	SO:0001217, UniRef:UniRef50_UPI00068EB520, UniRef:UniRef90_UPI00068EB520
contig_3	cds	402569	403222	+	JPEOAD_00385		LLM class flavin-dependent oxidoreductase	RefSeq:WP_007397442.1, SO:0001217, UniParc:UPI000207FB71, UniRef:UniRef100_A0A181CDY6, UniRef:UniRef50_A0A4R5PYM6, UniRef:UniRef90_A0A181CDY6
contig_3	cds	403244	404410	+	JPEOAD_00386		IS110 family transposase	GO:0004803, RefSeq:WP_050800526.1, SO:0001217, UniParc:UPI00030F65AA, UniRef:UniRef100_A0A181C590, UniRef:UniRef50_A0A2A2M2Y1, UniRef:UniRef90_A0A181C590
contig_3	cds	404745	405053	+	JPEOAD_00387		MFS/sugar transport protein	RefSeq:WP_007397423.1, SO:0001217, UniParc:UPI000207FA66, UniRef:UniRef100_A0A181CDY3, UniRef:UniRef50_A0AAP9ERF5, UniRef:UniRef90_A0A181CDY3
contig_3	cds	405050	407446	+	JPEOAD_00388		Glycosyl hydrolase	EC:3.2.1.21, KEGG:K05349, RefSeq:WP_007397422.1, SO:0001217, UniParc:UPI000207FA65, UniRef:UniRef100_A0A181CE16, UniRef:UniRef50_A0A149TMF9, UniRef:UniRef90_A0A181CE16
contig_3	cds	407468	409687	+	JPEOAD_00389		Glycoside hydrolase family 37	RefSeq:WP_007397421.1, SO:0001217, UniParc:UPI000207FA64, UniRef:UniRef100_A0A181CE78, UniRef:UniRef50_V4TMQ0, UniRef:UniRef90_A0A181CE78
contig_3	cds	409689	412379	+	JPEOAD_00390		Glycoside hydrolase	RefSeq:WP_039998571.1, SO:0001217, UniParc:UPI0002F0D54A, UniRef:UniRef100_A0A181CE01, UniRef:UniRef50_A0A149TMA6, UniRef:UniRef90_A0A181CE01
contig_3	cds	412401	414077	-	JPEOAD_00391		ABC transporter dipeptide transporter substrate-binding periplasmic protein	RefSeq:WP_007397419.1, SO:0001217, UniParc:UPI000207FA62, UniRef:UniRef100_A0A181CDZ8, UniRef:UniRef50_A0A1Y0XZ55, UniRef:UniRef90_G2I7F7
contig_3	cds	414092	414721	-	JPEOAD_00392		Electron transport transmembrane protein SenC/PrrC	RefSeq:WP_039998570.1, SO:0001217, UniParc:UPI000315155A, UniRef:UniRef100_A0A181CE15, UniRef:UniRef50_A0A2S3W2Y2, UniRef:UniRef90_G2I7F8
contig_3	cds	414721	417495	-	JPEOAD_00393	polA	DNA polymerase I	EC:2.7.7.7, GO:0003676, GO:0003677, GO:0003887, GO:0006261, GO:0008408, RefSeq:WP_034930040.1, SO:0001217, UniParc:UPI0004D6AF5C, UniRef:UniRef100_A0A181CDY2, UniRef:UniRef50_A0A318QVK0, UniRef:UniRef90_A0A318QVK0
contig_3	cds	417510	417725	-	JPEOAD_00394		Zinc finger CHCC-type domain-containing protein	COG:COG4391, COG:S, RefSeq:WP_007397416.1, SO:0001217, UniParc:UPI000207FA5F, UniRef:UniRef100_A0A181CE58, UniRef:UniRef50_C7JE40, UniRef:UniRef90_G2I7G0
contig_3	cds	417800	418885	+	JPEOAD_00395		Alpha/beta hydrolase	SO:0001217, UniParc:UPI0007DE239A, UniRef:UniRef100_A0A181CDZ7, UniRef:UniRef50_A0A0M0EKB5, UniRef:UniRef90_A0A181CDZ7
contig_3	tRNA	418943	419019	+	JPEOAD_00396	trnR	tRNA-Arg(ccg)	SO:0001036
contig_3	cds	419154	420176	-	JPEOAD_00397		Serine protease	SO:0001217, UniRef:UniRef50_A0A318PLH5, UniRef:UniRef90_A0A858JRC7
contig_3	cds	420946	421494	+	JPEOAD_00398		DUF4142 domain-containing protein	RefSeq:WP_039998606.1, SO:0001217, UniParc:UPI000586EAC9, UniRef:UniRef100_A0A181CDZ4, UniRef:UniRef50_A0A347W9H1, UniRef:UniRef90_A0A181CDZ4
contig_3	cds	421632	423374	+	JPEOAD_00399	sulP	SulP family inorganic anion transporter	SO:0001217, UniRef:UniRef50_G2I7H8, UniRef:UniRef90_UPI000691767B
contig_3	cds	423466	424911	+	JPEOAD_00400	cls	cardiolipin synthase	EC:2.7.8.-, GO:0008808, GO:0016780, GO:0032049, KEGG:K06131, RefSeq:WP_034930061.1, SO:0001217, UniParc:UPI0004D91F66, UniRef:UniRef100_A0A181CE88, UniRef:UniRef50_A0A545B0Y7, UniRef:UniRef90_G2I7H9
contig_3	cds	425019	425270	+	JPEOAD_00401		DUF3618 domain-containing protein	RefSeq:WP_034930030.1, SO:0001217, UniParc:UPI0002DC27C3, UniRef:UniRef100_A0A181CE11, UniRef:UniRef50_A0A1U9KCU5, UniRef:UniRef90_A0A181CE11
contig_3	cds	425391	425954	-	JPEOAD_00402		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001CC31398, UniRef:UniRef90_UPI001CC31398
contig_3	cds	426267	426431	-	JPEOAD_00403		hypothetical protein	RefSeq:WP_166498161.1, SO:0001217, UniParc:UPI0007DDDFA9, UniRef:UniRef100_A0A181CE25, UniRef:UniRef50_A0A181CE25, UniRef:UniRef90_A0A181CE25
contig_3	cds	426998	427801	+	JPEOAD_00404		Peptidase C39-like domain-containing protein	RefSeq:WP_039998569.1, SO:0001217, UniParc:UPI0002DA39B6, UniRef:UniRef100_A0A181CDZ2, UniRef:UniRef50_A0A371YWH3, UniRef:UniRef90_A0A181CDZ2
contig_3	cds	427902	428519	+	JPEOAD_00405		Lipoprotein	RefSeq:WP_039998604.1, SO:0001217, UniParc:UPI000586B3F1, UniRef:UniRef100_A0A181CE69, UniRef:UniRef50_A0A318QP51, UniRef:UniRef90_A0A181CE69
contig_3	cds	428735	428986	+	JPEOAD_00406		DUF3311 domain-containing protein	RefSeq:WP_050800562.1, SO:0001217, UniParc:UPI0006806C71, UniRef:UniRef100_A0A181CE09, UniRef:UniRef50_A0A347WBM3, UniRef:UniRef90_A0A181CE09
contig_3	cds	428983	430452	+	JPEOAD_00407		Sodium:solute symporter family protein	RefSeq:WP_007397395.1, SO:0001217, UniParc:UPI000207FA4A, UniRef:UniRef100_A0A181CE22, UniRef:UniRef50_A0A0T9PFR2, UniRef:UniRef90_A0A181CE22
contig_3	cds	430461	430985	-	JPEOAD_00408	marR	MarR family transcriptional regulator	RefSeq:WP_099963161.1, SO:0001217, UniParc:UPI0007DD9FFC, UniRef:UniRef100_A0A181CE06, UniRef:UniRef50_A0A2C9D9W6, UniRef:UniRef90_A0A181CE06
contig_3	cds	431156	432412	+	JPEOAD_00409		amidohydrolase/deacetylase family metallohydrolase	GO:0016810, GO:0019213, RefSeq:WP_039998602.1, SO:0001217, UniParc:UPI000318270A, UniRef:UniRef100_A0A181CE36, UniRef:UniRef50_M4Z9B8, UniRef:UniRef90_A0A347WBL6
contig_3	cds	432409	433254	+	JPEOAD_00410		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_A0A181CE98, UniRef:UniRef90_A0A181CE98
contig_3	cds	433487	435589	+	JPEOAD_00411		Restriction endonuclease type II NgoFVII N-terminal domain-containing protein	RefSeq:WP_112210138.1, SO:0001217, UniParc:UPI0007DDCA1B, UniRef:UniRef100_A0A181CE21, UniRef:UniRef50_F1YWH6, UniRef:UniRef90_A0A181CE21
contig_3	cds	436842	438104	+	JPEOAD_00412		Cytosine-specific methyltransferase	EC:2.1.1.37, KEGG:K00558, SO:0001217, UniRef:UniRef50_A0A6L7LR41, UniRef:UniRef90_A0A858JQZ7
contig_3	cds	438186	438554	-	JPEOAD_00413		IS5 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_J4T4Z2, UniRef:UniRef90_UPI002231787B
contig_3	cds	439130	439321	+	JPEOAD_00414		Transposase	RefSeq:WP_083824534.1, SO:0001217, UniParc:UPI0005921A4A, UniRef:UniRef100_A0A318PQ09, UniRef:UniRef50_A0A318PQ09, UniRef:UniRef90_A0A318PQ09
contig_3	cds	439343	440509	+	JPEOAD_00415		IS110 family transposase	GO:0004803, RefSeq:WP_050800526.1, SO:0001217, UniParc:UPI00030F65AA, UniRef:UniRef100_A0A181C590, UniRef:UniRef50_A0A2A2M2Y1, UniRef:UniRef90_A0A181C590
contig_3	cds	441090	442700	+	JPEOAD_00416		IS66 family transposase	RefSeq:WP_193713758.1, SO:0001217, UniParc:UPI00187B7F09, UniRef:UniRef100_UPI00187B7F09, UniRef:UniRef90_A0A6P4JT87
contig_3	cds	442612	443169	-	JPEOAD_00417		IS5 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A972Y9P6, UniRef:UniRef90_UPI001F5B9DFB
contig_3	cds	443228	444001	-	JPEOAD_00418		Response regulator	RefSeq:WP_039998567.1, SO:0001217, UniParc:UPI000587D4EA, UniRef:UniRef100_A0A181C5C5, UniRef:UniRef50_A0A181C5C5, UniRef:UniRef90_A0A181C5C5
contig_3	cds	444103	444339	+	JPEOAD_00419		hypothetical protein	
contig_3	cds	444463	445308	-	JPEOAD_00420	istB	IS21-like element helper ATPase IstB	GO:0005524, RefSeq:WP_007396167.1, SO:0001217, UniParc:UPI000207F854, UniRef:UniRef100_A0A6S6PR21, UniRef:UniRef50_A0A255YYW3, UniRef:UniRef90_A0A177JUJ6
contig_3	cds	445305	446531	-	JPEOAD_00421	istA	IS21 family transposase	GO:0004803, SO:0001217, UniParc:UPI000237F157, UniRef:UniRef100_A0A6S6PX27, UniRef:UniRef50_A0AA37M8I2, UniRef:UniRef90_A0A6S6PX27
contig_3	cds	446660	448726	-	JPEOAD_00422		Histidine kinase	RefSeq:WP_112209763.1, SO:0001217, UniParc:UPI0007DE5854, UniRef:UniRef100_A0A181C622, UniRef:UniRef50_A0A0D6B7Z3, UniRef:UniRef90_A0A181C622
contig_3	cds	449368	449607	-	JPEOAD_00423		DUF2274 domain-containing protein	RefSeq:WP_039998566.1, SO:0001217, UniParc:UPI000587DDB7, UniRef:UniRef100_A0A181C624, UniRef:UniRef50_S9QIC4, UniRef:UniRef90_A0A181C624
contig_3	cds	449628	449924	-	JPEOAD_00424		TrbI/VirB10 family protein	SO:0001217, UniRef:UniRef50_A0A829WNN0, UniRef:UniRef90_UPI0006629257
contig_3	cds	450073	450423	-	JPEOAD_00425		TrbC/VIRB2 family protein	KEGG:K20528, SO:0001217, UniRef:UniRef50_A0A858JKQ2, UniRef:UniRef90_A0A858JKQ2
contig_3	cds	450426	451439	-	JPEOAD_00426		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A858JRD8, UniRef:UniRef90_A0A858JRD8
contig_3	cds	451485	452366	+	JPEOAD_00427		site-specific integrase	SO:0001217, UniRef:UniRef50_A0A1J5RVV4, UniRef:UniRef90_UPI00187B4089
contig_3	cds	452417	453529	-	JPEOAD_00428		Fido domain-containing protein	COG:COG3177, COG:K, RefSeq:WP_007397379.1, SO:0001217, UniParc:UPI000207F92E, UniRef:UniRef100_A0A181C5T0, UniRef:UniRef50_A0A554XCQ4, UniRef:UniRef90_Q5FQU5
contig_3	cds	454008	455543	+	JPEOAD_00429	ycaO	YcaO domain-containing protein	RefSeq:WP_139064268.1, SO:0001217, UniParc:UPI0002F32AA2, UniRef:UniRef100_A0A181C5W1, UniRef:UniRef50_A0A0Q5GWY2, UniRef:UniRef90_A0A181C5W1
contig_3	cds	455992	456822	-	JPEOAD_00430	tnp	IS5 family IS1032 transposase	COG:COG3293, COG:X, GO:0004803, IS:IS1032, RefSeq:WP_039998273.1, SO:0001217, UniParc:UPI00030568FB, UniRef:UniRef100_A0A181C549, UniRef:UniRef50_A0A918PLV0, UniRef:UniRef90_Q44566
contig_3	cds	456981	457880	+	JPEOAD_00431	zorC	Zorya protein ZorC EH domain-containing protein	RefSeq:WP_146750202.1, SO:0001217, UniParc:UPI0007E12EFD, UniRef:UniRef100_A0A858JIK9, UniRef:UniRef50_A0A858JIK9, UniRef:UniRef90_A0A858JIK9
contig_3	cds	458145	458399	+	JPEOAD_00432	parD	Type II toxin-antitoxin system ParD family antitoxin	RefSeq:WP_007397371.1, SO:0001217, UniParc:UPI000207F924, UniRef:UniRef100_A0A858JM77, UniRef:UniRef50_V4PZN8, UniRef:UniRef90_A0A858JM77
contig_3	cds	458386	458685	+	JPEOAD_00433		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniParc:UPI00058705B7, UniRef:UniRef100_A0A858JSH1, UniRef:UniRef50_A0A0N1FE09, UniRef:UniRef90_A0A858JSH1
contig_3	cds	458712	458984	-	JPEOAD_00434		DUF2274 domain-containing protein	RefSeq:WP_007397369.1, SO:0001217, UniParc:UPI000207F922, UniRef:UniRef100_A0A858JS06, UniRef:UniRef50_D5QDP0, UniRef:UniRef90_A0A318PSV2
contig_3	cds	458981	459385	-	JPEOAD_00435	trbI	Conjugal transfer protein TrbI	SO:0001217, UniRef:UniRef50_A0A829WNN0, UniRef:UniRef90_A0A829WNN0
contig_3	cds	459478	460704	+	JPEOAD_00436	istA	IS21 family transposase	GO:0004803, SO:0001217, UniParc:UPI000237F157, UniRef:UniRef100_A0A6S6PX27, UniRef:UniRef50_A0AA37M8I2, UniRef:UniRef90_A0A6S6PX27
contig_3	cds	460701	461546	+	JPEOAD_00437	istB	IS21-like element helper ATPase IstB	GO:0005524, RefSeq:WP_007396167.1, SO:0001217, UniParc:UPI000207F854, UniRef:UniRef100_A0A6S6PR21, UniRef:UniRef50_A0A255YYW3, UniRef:UniRef90_A0A177JUJ6
contig_3	cds	461531	462496	-	JPEOAD_00438		hypothetical protein	
contig_3	cds	462493	463359	-	JPEOAD_00439	trbG	P-type conjugative transfer protein TrbG	GO:0009291, KEGG:K20532, SO:0001217, UniRef:UniRef50_U2ZYD7, UniRef:UniRef90_UPI000789B7F5
contig_3	cds	463400	465583	-	JPEOAD_00440		hypothetical protein	
contig_3	cds	465821	466462	-	JPEOAD_00441		LA2681 family HEPN domain-containing protein	RefSeq:WP_242448099.1, SO:0001217, UniParc:UPI0007DDB17B, UniRef:UniRef100_UPI0007DDB17B, UniRef:UniRef50_UPI001AECA165, UniRef:UniRef90_UPI0007DDB17B
contig_3	cds	466563	468086	+	JPEOAD_00442	istA	IS21 family transposase	COG:COG4584, COG:X, GO:0004803, RefSeq:WP_035366403.1, SO:0001217, UniParc:UPI0003200FC2, UniRef:UniRef100_A0A967ECZ5, UniRef:UniRef50_Q46087, UniRef:UniRef90_A0A0U5BGT7
contig_3	cds	468076	468855	+	JPEOAD_00443	istB	IS21-like element helper ATPase IstB	COG:COG1484, COG:L, GO:0005524, RefSeq:WP_003630803.1, SO:0001217, UniParc:UPI0002457C59, UniRef:UniRef100_A0A967EJH9, UniRef:UniRef50_A0A4Z1QW61, UniRef:UniRef90_A0A6V8IKZ0
contig_3	cds	468919	469911	-	JPEOAD_00444		LA2681 family HEPN domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F5B20E4, UniRef:UniRef90_UPI001F5B20E4
contig_3	cds	469952	470107	+	JPEOAD_00445		hypothetical protein	
contig_3	cds	470213	470902	-	JPEOAD_00446		hypothetical protein	RefSeq:WP_146750197.1, SO:0001217, UniParc:UPI0007DF5126, UniRef:UniRef100_A0A181C533, UniRef:UniRef50_A0A181C533, UniRef:UniRef90_A0A181C533
contig_3	cds	471093	471386	+	JPEOAD_00447		Transposase DDE domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7W6C118
contig_3	cds	471688	473202	-	JPEOAD_00448		SAVED domain-containing protein	RefSeq:WP_112209681.1, SO:0001217, UniParc:UPI0007E13D04, UniRef:UniRef100_A0A181C531, UniRef:UniRef50_A3X0C0, UniRef:UniRef90_A0A5B8G0K7
contig_3	cds	473239	474141	-	JPEOAD_00449		CBASS oligonucleotide cyclase	GO:0016779, RefSeq:WP_112209682.1, SO:0001217, UniParc:UPI0007E15032, UniRef:UniRef100_A0A181C510, UniRef:UniRef50_P0DTF7, UniRef:UniRef90_A0A5B8FI49
contig_3	cds	474138	474641	-	JPEOAD_00450		HORMA domain containing protein	RefSeq:WP_112209683.1, SO:0001217, UniParc:UPI0007DFB403, UniRef:UniRef100_A0A181C512, UniRef:UniRef50_A7HU62, UniRef:UniRef90_A0A5B8G2D6
contig_3	cds	474638	475111	-	JPEOAD_00451		CD-NTase-associated protein 8	RefSeq:WP_112209684.1, SO:0001217, UniParc:UPI0007E0732B, UniRef:UniRef100_A0A181C513, UniRef:UniRef50_P0DTF5, UniRef:UniRef90_A0A5B8G3G7
contig_3	cds	475108	476028	-	JPEOAD_00452	eccA	AAA family ATPase	COG:COG1223, COG:U, RefSeq:WP_007397362.1, SO:0001217, UniParc:UPI000207F91B, UniRef:UniRef100_A0A181C511, UniRef:UniRef50_P0DTF4, UniRef:UniRef90_A0A181C511
contig_3	cds	476256	477086	+	JPEOAD_00453	tnp	IS5 family IS1032 transposase	COG:COG3293, COG:X, GO:0004803, IS:IS1032, RefSeq:WP_039998273.1, SO:0001217, UniParc:UPI00030568FB, UniRef:UniRef100_A0A181C549, UniRef:UniRef50_A0A918PLV0, UniRef:UniRef90_Q44566
contig_3	cds	477203	478099	+	JPEOAD_00454	yobV	WYL domain-containing protein	COG:COG2378, COG:K, RefSeq:WP_039998598.1, SO:0001217, UniParc:UPI000586B5FA, UniRef:UniRef100_A0A181C5A1, UniRef:UniRef50_Q0ATD2, UniRef:UniRef90_A0A5B8FXR7
contig_3	cds	478612	479283	-	JPEOAD_00455		O-methyltransferase	RefSeq:WP_007397360.1, SO:0001217, UniParc:UPI000207F919, UniRef:UniRef100_A0A181C595, UniRef:UniRef50_A0A0N1FPA2, UniRef:UniRef90_A0A181C595
contig_3	cds	479391	480026	+	JPEOAD_00456	tetR	Transcriptional regulator TetR	RefSeq:WP_007397359.1, SO:0001217, UniParc:UPI000207F918, UniRef:UniRef100_A0A181C584, UniRef:UniRef50_K0VQW7, UniRef:UniRef90_A0A0D6Q5F2
contig_3	tRNA	480251	480327	-	JPEOAD_00457	trnfM	tRNA-fMet(cat)	SO:0000266
contig_3	rRNA	480349	480464	-	JPEOAD_00458	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_3	rRNA	480578	483316	-	JPEOAD_00459	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_3	tRNA	483711	483786	-	JPEOAD_00460	trnA	tRNA-Ala(tgc)	SO:0000254
contig_3	tRNA	483826	483902	-	JPEOAD_00461	trnI	tRNA-Ile(gat)	SO:0000263
contig_3	rRNA	484073	485561	-	JPEOAD_00462	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_3	cds	486023	488626	-	JPEOAD_00463	clpB	ATP-dependent chaperone ClpB	COG:COG0542, COG:O, GO:0005737, GO:0009408, GO:0042026, RefSeq:WP_007397357.1, SO:0001217, UniParc:UPI000207F916, UniRef:UniRef100_A0A181CE14, UniRef:UniRef50_Q7UM33, UniRef:UniRef90_G2I7J5
contig_3	cds	489062	490126	-	JPEOAD_00464		L-glyceraldehyde 3-phosphate reductase	EC:1.1.-.-, KEGG:K23107, RefSeq:WP_034930975.1, SO:0001217, UniParc:UPI0004D850DF, UniRef:UniRef100_A0A181CE46, UniRef:UniRef50_D4E6L8, UniRef:UniRef90_A0A0M0EKF7
contig_3	cds	490304	490996	-	JPEOAD_00465		Fumarylacetoacetate hydroxylase	EC:3.7.1.20, KEGG:K16165, SO:0001217, UniRef:UniRef50_A0AAE0T614, UniRef:UniRef90_G2I7J7
contig_3	cds	491241	492260	-	JPEOAD_00466	ilvC	ketol-acid reductoisomerase	COG:COG0059, COG:EH, EC:1.1.1.86, GO:0000287, GO:0004455, GO:0005829, GO:0009097, GO:0009099, GO:0050661, KEGG:K00053, RefSeq:WP_007397353.1, SO:0001217, UniParc:UPI0002080A6B, UniRef:UniRef100_A0A181CE31, UniRef:UniRef50_Q02138, UniRef:UniRef90_A9GZJ4
contig_3	cds	492321	492836	-	JPEOAD_00467	ilvN	acetolactate synthase small subunit	COG:COG0440, COG:E, EC:2.2.1.6, GO:0009082, GO:1990610, KEGG:K01653, RefSeq:WP_034930953.1, SO:0001217, UniParc:UPI0003066A7D, UniRef:UniRef100_A0A181CE30, UniRef:UniRef50_A9GZJ1, UniRef:UniRef90_A0A181CE30
contig_3	cds	492937	494760	-	JPEOAD_00468	ilvB	biosynthetic-type acetolactate synthase large subunit	EC:2.2.1.6, GO:0000287, GO:0003984, GO:0009082, GO:0030976, GO:0050660, KEGG:K01652, RefSeq:WP_007397351.1, SO:0001217, UniParc:UPI0002080A69, UniRef:UniRef100_A0A181CE43, UniRef:UniRef50_C0RE29, UniRef:UniRef90_G2I7K0
contig_3	cds	494830	495804	-	JPEOAD_00469	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	EC:2.5.1.75, GO:0005737, GO:0006400, GO:0052381, SO:0001217, UniRef:UniRef50_A5G2E2, UniRef:UniRef90_A0A858JIR5
contig_3	cds	495863	496771	+	JPEOAD_00470	serB	phosphoserine phosphatase SerB	EC:3.1.3.3, GO:0006564, GO:0036424, KEGG:K01079, RefSeq:WP_007397349.1, SO:0001217, UniParc:UPI0002080A67, UniRef:UniRef100_A0A181CE89, UniRef:UniRef50_A0A0U5ESY1, UniRef:UniRef90_A0A181CE89
contig_3	cds	496761	497720	-	JPEOAD_00471	czcD	Cobalt/zinc/cadmium resistance protein CzcD	RefSeq:WP_007397348.1, SO:0001217, UniParc:UPI0002080A66, UniRef:UniRef100_A0A181CE29, UniRef:UniRef50_A0A506UHY5, UniRef:UniRef90_A0A4P5P1E1
contig_3	cds	497863	498714	+	JPEOAD_00472	nit1	2-oxoglutaramate amidase	COG:COG0388, COG:V, RefSeq:WP_039998559.1, SO:0001217, UniParc:UPI0005876DDA, UniRef:UniRef100_A0A181CE40, UniRef:UniRef50_A0A0M0EL97, UniRef:UniRef90_A0A0M0EL97
contig_3	cds	498711	499514	+	JPEOAD_00473		NAD kinase	EC:2.7.1.23, GO:0003951, GO:0006741, GO:0019674, KEGG:K00858, RefSeq:WP_007397346.1, SO:0001217, UniParc:UPI0002080A64, UniRef:UniRef100_A0A181CE24, UniRef:UniRef50_Q0BVC5, UniRef:UniRef90_G2I7K5
contig_3	cds	499621	500340	-	JPEOAD_00474		M48 family metallopeptidase	RefSeq:WP_007397345.1, SO:0001217, UniParc:UPI0002080A63, UniRef:UniRef100_A0A181CE56, UniRef:UniRef50_G2I7K6, UniRef:UniRef90_A0A181CE56
contig_3	cds	500340	500828	-	JPEOAD_00475	ycgN	YcgN family cysteine cluster protein	KEGG:K09160, RefSeq:WP_007397344.1, SO:0001217, UniParc:UPI0002080A62, UniRef:UniRef100_A0A181CEC0, UniRef:UniRef50_B3PKG8, UniRef:UniRef90_G2I7K7
contig_3	cds	500866	501330	-	JPEOAD_00476		Transmembrane protein	RefSeq:WP_007397343.1, SO:0001217, UniParc:UPI0002080A61, UniRef:UniRef100_A0A858JS62, UniRef:UniRef50_A0A4P5NVL9, UniRef:UniRef90_A0A858JS62
contig_3	cds	501330	502364	-	JPEOAD_00477		Extracellular solute-binding protein	RefSeq:WP_007397342.1, SO:0001217, UniParc:UPI0002080A60, UniRef:UniRef100_A0A181CE42, UniRef:UniRef50_A0A0M0EL92, UniRef:UniRef90_A0A181CE42
contig_3	cds	502411	503523	-	JPEOAD_00478		ABC transporter ATP-binding protein	RefSeq:WP_007397341.1, SO:0001217, UniParc:UPI0002080A5F, UniRef:UniRef100_A0A181CE53, UniRef:UniRef50_A0A181CE53, UniRef:UniRef90_A0A181CE53
contig_3	cds	503623	503880	+	JPEOAD_00479		DUF883 domain-containing protein	RefSeq:WP_007397340.1, SO:0001217, UniParc:UPI0002080A5E, UniRef:UniRef100_A0A181CE23, UniRef:UniRef50_G2I7L1, UniRef:UniRef90_G2I7L1
contig_3	cds	503921	504346	+	JPEOAD_00480		Phage holin family protein	RefSeq:WP_007397339.1, SO:0001217, UniParc:UPI0002080A5D, UniRef:UniRef100_A0A181CE99, UniRef:UniRef50_G2I7L2, UniRef:UniRef90_G2I7L2
contig_3	cds	504528	505007	+	JPEOAD_00481		Winged helix DNA-binding protein	RefSeq:WP_007397338.1, SO:0001217, UniParc:UPI0002080A5C, UniRef:UniRef100_A0A181CE38, UniRef:UniRef50_A0A181CE38, UniRef:UniRef90_A0A181CE38
contig_3	cds	505231	505425	+	JPEOAD_00482		DUF1656 domain-containing protein	RefSeq:WP_007397336.1, SO:0001217, UniParc:UPI0002080A5A, UniRef:UniRef100_A0A2V4R931, UniRef:UniRef50_A0A149T813, UniRef:UniRef90_A0A2S3W1P4
contig_3	cds	505453	506364	+	JPEOAD_00483	emrA	p-hydroxybenzoic acid efflux pump subunit AaeA	COG:COG1566, COG:V, RefSeq:WP_007397335.1, SO:0001217, UniParc:UPI0002080A59, UniRef:UniRef100_A0A181CE35, UniRef:UniRef50_A0A379N0M4, UniRef:UniRef90_A0A2S3W2N4
contig_3	cds	506380	507897	+	JPEOAD_00484	nodT	Secretion system type I outer membrane efflux pump lipoprotein NodT	RefSeq:WP_007397334.1, SO:0001217, UniParc:UPI0002080A58, UniRef:UniRef100_A0A181CE67, UniRef:UniRef50_A0A347WAU0, UniRef:UniRef90_G2I7L7
contig_3	cds	507792	508034	-	JPEOAD_00485		hypothetical protein	
contig_3	tRNA	508083	508167	+	JPEOAD_00486	trnL	tRNA-Leu(taa)	SO:0000264
contig_3	cds	508177	508908	-	JPEOAD_00487		Class II aldolase/adducin family protein	SO:0001217, UniParc:UPI0002080A57, UniRef:UniRef100_A0A181CE51, UniRef:UniRef50_A0A347WFZ8, UniRef:UniRef90_A0A181CE51
contig_3	cds	509189	510061	-	JPEOAD_00488		Arginine deiminase	RefSeq:WP_039998597.1, SO:0001217, UniParc:UPI000587B85D, UniRef:UniRef100_A0A181CE52, UniRef:UniRef50_A0A1Y0V4J8, UniRef:UniRef90_A0A181CE52
contig_3	cds	510222	510476	+	JPEOAD_00489		hypothetical protein	
contig_3	cds	510473	511414	+	JPEOAD_00490	lysR	Transcriptional regulator LysR family	KEGG:K21699, RefSeq:WP_034930421.1, SO:0001217, UniParc:UPI000310D627, UniRef:UniRef100_A0A181CE64, UniRef:UniRef50_A0A0U5EXS8, UniRef:UniRef90_G2I7P1
contig_3	cds	511459	513027	+	JPEOAD_00491		ABC transporter substrate-binding protein/permease	RefSeq:WP_007397328.1, SO:0001217, UniParc:UPI0002080A52, UniRef:UniRef100_A0A181CE34, UniRef:UniRef50_A0A0U5F4B8, UniRef:UniRef90_A0A181CE34
contig_3	cds	513017	513781	+	JPEOAD_00492		Amino acid ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2S3W605, UniRef:UniRef90_A0A858JLW4
contig_3	cds	513903	515132	+	JPEOAD_00493		hypothetical protein	
contig_3	cds	515458	517827	-	JPEOAD_00494		putative phosphoketolase	EC:4.1.2.22, EC:4.1.2.9, KEGG:K01621, RefSeq:WP_007397325.1, SO:0001217, UniParc:UPI0002080A4F, UniRef:UniRef100_A0A181CE60, UniRef:UniRef50_Q937F6, UniRef:UniRef90_A0A0M0EKB1
contig_3	cds	517870	519084	-	JPEOAD_00495		Acetate kinase	EC:2.7.2.1, KEGG:K00925, RefSeq:WP_039998595.1, SO:0001217, UniParc:UPI0005873C65, UniRef:UniRef100_A0A181CE45, UniRef:UniRef50_A9HGX6, UniRef:UniRef90_G2I7P7
