# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1174460	1175452	-	EMBJFE_01042	tonB	Energy transducer TonB	RefSeq:WP_007397739.1, SO:0001217, UniParc:UPI00020803B6, UniRef:UniRef100_A0A181CDE3, UniRef:UniRef50_G6XFW2, UniRef:UniRef90_A0A0M0EI07
contig_1	cds	1175483	1175920	-	EMBJFE_01043	tolR	protein TolR	COG:COG0848, COG:U, GO:0015078, GO:0061024, GO:0098567, GO:1902600, RefSeq:WP_034933589.1, SO:0001217, UniParc:UPI0002D7B5A2, UniRef:UniRef100_A0A181CDF9, UniRef:UniRef50_A0A5R8Y6B3, UniRef:UniRef90_A0A371Z0P5
contig_1	cds	1175923	1176642	-	EMBJFE_01044	tolQ	protein TolQ	GO:0016020, GO:0043213, SO:0001217, UniParc:UPI00058668DC, UniRef:UniRef100_A0A181CDC8, UniRef:UniRef50_A0A850PD32, UniRef:UniRef90_A0A0M0EHY1
contig_1	cds	1176790	1177209	-	EMBJFE_01045		YbgC/FadM family acyl-CoA thioesterase	EC:3.1.2.-, KEGG:K07107, RefSeq:WP_034933593.1, SO:0001217, UniParc:UPI0002D5CB04, UniRef:UniRef100_A0A181CDJ9, UniRef:UniRef50_F1YRS4, UniRef:UniRef90_A0A181CDJ9
contig_1	cds	1177196	1178257	-	EMBJFE_01046	ruvB	Holliday junction branch migration DNA helicase RuvB	COG:COG2255, COG:L, EC:3.6.4.12, GO:0003677, GO:0005524, GO:0006281, GO:0006310, GO:0009378, RefSeq:WP_007397735.1, SO:0001217, UniParc:UPI00020803B2, UniRef:UniRef100_A0A181CDC7, UniRef:UniRef50_Q8U9K6, UniRef:UniRef90_G2I6K8
contig_1	cds	1178254	1178877	-	EMBJFE_01047	ruvA	Holliday junction branch migration protein RuvA	EC:3.6.4.12, GO:0003678, GO:0006281, GO:0006310, GO:0009378, GO:0009379, RefSeq:WP_007397734.1, SO:0001217, UniParc:UPI00020803B1, UniRef:UniRef100_A0A181CDF7, UniRef:UniRef50_Q5FQC5, UniRef:UniRef90_G2I6K9
contig_1	cds	1178874	1179380	-	EMBJFE_01048	ruvC	crossover junction endodeoxyribonuclease RuvC	COG:COG0817, COG:L, EC:3.1.21.10, GO:0006310, GO:0008821, KEGG:K01159, RefSeq:WP_007397733.1, SO:0001217, UniParc:UPI00020803B0, UniRef:UniRef100_A0A181CDD2, UniRef:UniRef50_A9HAV5, UniRef:UniRef90_G2I6L0
contig_1	cds	1179389	1180138	-	EMBJFE_01049	tACO1	YebC/PmpR family DNA-binding transcriptional regulator	COG:COG0217, COG:KJ, RefSeq:WP_007397732.1, SO:0001217, UniParc:UPI00020802CC, UniRef:UniRef100_A0A181CDG1, UniRef:UniRef50_Q2RVF8, UniRef:UniRef90_A0A0M0EHY9
contig_1	cds	1180199	1182940	-	EMBJFE_01050	secA	preprotein translocase subunit SecA	EC:7.4.2.8, GO:0005524, GO:0006605, GO:0006886, GO:0017038, KEGG:K03070, RefSeq:WP_110581072.1, SO:0001217, UniParc:UPI0007DDAA8E, UniRef:UniRef100_A0A181CDM9, UniRef:UniRef50_P0CAW7, UniRef:UniRef90_G2I6L2
contig_1	cds	1183187	1184098	+	EMBJFE_01051		Parvulin-like PPIase	SO:0001217, UniRef:UniRef50_A0A839UZB4
contig_1	cds	1184194	1185429	+	EMBJFE_01052	argJ	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	EC:2.3.1.1, EC:2.3.1.35, GO:0004358, GO:0006526, KEGG:K00620, RefSeq:WP_007397728.1, SO:0001217, UniParc:UPI00020802C8, UniRef:UniRef100_A0A181CDF2, UniRef:UniRef50_A0A3C0MFQ2, UniRef:UniRef90_A0A181CDF2
contig_1	cds	1185539	1186132	+	EMBJFE_01053		RDD domain-containing protein	RefSeq:WP_007397727.1, SO:0001217, UniParc:UPI00020802C7, UniRef:UniRef100_A0A181CDG9, UniRef:UniRef50_G2I6L5, UniRef:UniRef90_G2I6L5
contig_1	cds	1186334	1188898	+	EMBJFE_01054		Mechanosensitive ion channel	RefSeq:WP_172459730.1, SO:0001217, UniParc:UPI0007DCCB35, UniRef:UniRef100_UPI0007DCCB35, UniRef:UniRef50_A0A347WEQ4, UniRef:UniRef90_A0A858JPP8
contig_1	cds	1188891	1189625	+	EMBJFE_01055		2OG-Fe dioxygenase family protein	RefSeq:WP_007397725.1, SO:0001217, UniParc:UPI00020802C5, UniRef:UniRef100_A0A181CDK8, UniRef:UniRef50_Q5FQD2, UniRef:UniRef90_A0A181CDK8
contig_1	cds	1189622	1190692	+	EMBJFE_01056		SGNH/GDSL hydrolase family protein	RefSeq:WP_007397724.1, SO:0001217, UniParc:UPI00020802C4, UniRef:UniRef100_A0A181CDD8, UniRef:UniRef50_G2I6L8, UniRef:UniRef90_A0A181CDD8
contig_1	cds	1190912	1192048	+	EMBJFE_01057	mlaE	Putative phospholipid ABC transporter permease protein MlaE	COG:COG0767, COG:M, KEGG:K02066, RefSeq:WP_172459731.1, SO:0001217, UniParc:UPI000316CAAF, UniRef:UniRef100_UPI000316CAAF, UniRef:UniRef50_A0A0U5F1U1, UniRef:UniRef90_A0A0M0EI23
contig_1	cds	1192054	1192872	+	EMBJFE_01058		ABC transporter ATP-binding protein	RefSeq:WP_007397721.1, SO:0001217, UniParc:UPI00020802C1, UniRef:UniRef100_A0A181CDE2, UniRef:UniRef50_A0A1L1PJN5, UniRef:UniRef90_G2I6M0
contig_1	cds	1192878	1193831	+	EMBJFE_01059		MCE family protein	RefSeq:WP_007397720.1, SO:0001217, UniParc:UPI00020802C0, UniRef:UniRef100_A0A181CDH1, UniRef:UniRef50_A0A2S3VYP6, UniRef:UniRef90_A0A181CDH1
contig_1	cds	1193828	1194499	+	EMBJFE_01060	pqiC	Membrane integrity-associated transporter subunit PqiC	KEGG:K09857, RefSeq:WP_007397719.1, SO:0001217, UniParc:UPI00020802BF, UniRef:UniRef100_A0A181CDN8, UniRef:UniRef50_A0A318QRU3, UniRef:UniRef90_A0A181CDN8
contig_1	cds	1194585	1195073	+	EMBJFE_01061		Tat pathway signal sequence domain protein	RefSeq:WP_223846535.1, SO:0001217, UniParc:UPI0002D859AA, UniRef:UniRef100_UPI0002D859AA, UniRef:UniRef50_D5QJ64, UniRef:UniRef90_A0A858JJK2
contig_1	tRNA	1195208	1195281	-	EMBJFE_01062	trnG	tRNA-Gly(ccc)	SO:0000260
contig_1	ncRNA-region	1195397	1195477	+			Alpha-proteobacteria SAM riboswitch aptamer	RFAM:RF00521, SO:0000035
contig_1	cds	1195613	1196839	+	EMBJFE_01063	metZ	O-succinylhomoserine sulfhydrylase	EC:2.5.1.-, GO:0008652, KEGG:K10764, RefSeq:WP_007397716.1, SO:0001217, UniParc:UPI00020802BC, UniRef:UniRef100_A0A181CDG2, UniRef:UniRef50_A0A0Q6FY03, UniRef:UniRef90_A0A4P5NTA3
contig_1	cds	1196836	1197312	+	EMBJFE_01064	apaG	Co2+/Mg2+ efflux protein ApaG	SO:0001217, UniRef:UniRef50_Q0ASF3, UniRef:UniRef90_G2I6M5
contig_1	cds	1197380	1197985	+	EMBJFE_01065	folE	GTP cyclohydrolase I FolE	COG:COG0302, COG:H, EC:3.5.4.16, GO:0003934, GO:0046654, KEGG:K01495, RefSeq:WP_007397714.1, SO:0001217, UniParc:UPI00020802BA, UniRef:UniRef100_A0A181CDE7, UniRef:UniRef50_Q0BXB5, UniRef:UniRef90_A0A0N0MDD8
contig_1	cds	1198134	1198709	-	EMBJFE_01066		Peptidase C56	RefSeq:WP_007397713.1, SO:0001217, UniParc:UPI00020802B9, UniRef:UniRef100_A0A181CDL7, UniRef:UniRef50_A0A0U5ERB1, UniRef:UniRef90_G2I6M7
contig_1	cds	1198735	1199286	-	EMBJFE_01067	moaB	molybdenum cofactor biosynthesis protein B	GO:0003824, GO:0006777, RefSeq:WP_007397712.1, SO:0001217, UniParc:UPI00020802B8, UniRef:UniRef100_A0A181CDE8, UniRef:UniRef50_A0A8T3PNH6, UniRef:UniRef90_A0A318PUG7
contig_1	cds	1199550	1201028	+	EMBJFE_01068	oprB	Carbohydrate porin	COG:COG3659, COG:M, RefSeq:WP_007397710.1, SO:0001217, UniParc:UPI00020802B6, UniRef:UniRef100_A0A181CDH8, UniRef:UniRef50_A0A1U9KTY6, UniRef:UniRef90_A0A318QYP8
contig_1	cds	1201074	1202057	+	EMBJFE_01069		Phosphotransferase	RefSeq:WP_007397709.1, SO:0001217, UniParc:UPI00020802B5, UniRef:UniRef100_A0A181CDF3, UniRef:UniRef50_A0A0M0EI09, UniRef:UniRef90_A0A181CDF3
contig_1	cds	1202463	1202645	+	EMBJFE_01070		Integrase	RefSeq:WP_034933611.1, SO:0001217, UniParc:UPI00030666CD, UniRef:UniRef100_A0A181CDI0, UniRef:UniRef50_A0A318R380, UniRef:UniRef90_A0A181CDI0
contig_1	cds	1202704	1203135	-	EMBJFE_01071		NUDIX domain-containing protein	RefSeq:WP_039998662.1, SO:0001217, UniParc:UPI0005879C77, UniRef:UniRef100_A0A181CDP8, UniRef:UniRef50_A0A2A2KI49, UniRef:UniRef90_A0A181CDP8
contig_1	cds	1203326	1205020	-	EMBJFE_01072		pyruvate decarboxylase	EC:4.1.1.1, KEGG:K01568, RefSeq:WP_007397706.1, SO:0001217, UniParc:UPI00020802B2, UniRef:UniRef100_A0A181CDH0, UniRef:UniRef50_P06672, UniRef:UniRef90_A0A0M0EI39
contig_1	cds	1205150	1206904	-	EMBJFE_01073	dld	D-lactate dehydrogenase	EC:1.1.1.28, EC:1.1.5.12, GO:0006089, GO:0016901, KEGG:K03777, SO:0001217, UniRef:UniRef50_P06149, UniRef:UniRef90_G2I6N3
contig_1	cds	1207077	1208768	-	EMBJFE_01074	alsS	acetolactate synthase AlsS	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0000287, GO:0003984, GO:0030976, GO:0034077, RefSeq:WP_007397704.1, SO:0001217, UniParc:UPI00020802B0, UniRef:UniRef100_A0A181CDI7, UniRef:UniRef50_Q04524, UniRef:UniRef90_A0A0M0EI13
contig_1	cds	1208845	1209630	-	EMBJFE_01075	budA	acetolactate decarboxylase	EC:4.1.1.5, GO:0045151, GO:0047605, KEGG:K01575, SO:0001217, UniParc:UPI0002D6AEDA, UniRef:UniRef100_A0A181CDF6, UniRef:UniRef50_A0A0D6MZM4, UniRef:UniRef90_A0A318PM72
contig_1	cds	1209874	1210275	+	EMBJFE_01076		Lipoprotein	RefSeq:WP_007397701.1, SO:0001217, UniParc:UPI00020802AD, UniRef:UniRef100_A0A181CDM8, UniRef:UniRef50_A0A4P5PBG4, UniRef:UniRef90_G2I6N6
contig_1	cds	1210354	1210683	-	EMBJFE_01077	merR	MerR family transcriptional regulator	RefSeq:WP_007397700.1, SO:0001217, UniParc:UPI00020802AC, UniRef:UniRef100_A0A181CDF8, UniRef:UniRef50_G2I6N7, UniRef:UniRef90_A0A371Z0N6
contig_1	cds	1210680	1211621	-	EMBJFE_01078		Heat shock protein	RefSeq:WP_007397699.1, SO:0001217, UniParc:UPI00020802AB, UniRef:UniRef100_A0A181CDI9, UniRef:UniRef50_A0A1B3NGX3, UniRef:UniRef90_G2I6N8
contig_1	cds	1211851	1213665	+	EMBJFE_01079		Na+/H+ antiporter	GO:0006814, GO:0006885, GO:0015385, GO:0016020, GO:1902600, KEGG:K24163, SO:0001217, UniRef:UniRef50_A0A0M0EI20, UniRef:UniRef90_A0A858JQC5
contig_1	cds	1213729	1214085	+	EMBJFE_01080		Lipoprotein	RefSeq:WP_007397696.1, SO:0001217, UniParc:UPI00020802A8, UniRef:UniRef100_A0A181CDJ0, UniRef:UniRef50_A0A0N1F7J3, UniRef:UniRef90_A0A181CDJ0
contig_1	cds	1214216	1215214	-	EMBJFE_01081		Aldo/keto reductase	RefSeq:WP_007397695.1, SO:0001217, UniParc:UPI00020802A7, UniRef:UniRef100_A0A181CDQ8, UniRef:UniRef50_A0A511HIN0, UniRef:UniRef90_G2I6P1
contig_1	cds	1215470	1216363	+	EMBJFE_01082		DUF2272 domain-containing protein	RefSeq:WP_007397694.1, SO:0001217, UniParc:UPI00020802A6, UniRef:UniRef100_A0A181CDI1, UniRef:UniRef50_A0A1B6VLS0, UniRef:UniRef90_G2I6P2
contig_1	cds	1216394	1216804	-	EMBJFE_01083		Sulfide dehydrogenase	RefSeq:WP_034933630.1, SO:0001217, UniParc:UPI0002EE2C9B, UniRef:UniRef100_A0A181CDI3, UniRef:UniRef50_G6EXF1, UniRef:UniRef90_G2I6P3
contig_1	cds	1216941	1217963	+	EMBJFE_01084		cysteine synthase A	EC:2.5.1.47, RefSeq:WP_007397692.1, SO:0001217, UniParc:UPI000208019F, UniRef:UniRef100_A0A181CDJ8, UniRef:UniRef50_A0A0R2UCI3, UniRef:UniRef90_A0A0M0EJ26
contig_1	cds	1218045	1218764	+	EMBJFE_01085		Two component response regulator	RefSeq:WP_112210118.1, SO:0001217, UniParc:UPI0007DD2C19, UniRef:UniRef100_UPI0007DD2C19, UniRef:UniRef50_W0AGM1, UniRef:UniRef90_G2I6P5
contig_1	cds	1218772	1220370	+	EMBJFE_01086		histidine kinase	RefSeq:WP_007397690.1, SO:0001217, UniParc:UPI000208019D, UniRef:UniRef100_A0A858JKZ3, UniRef:UniRef50_A0A2S3W324, UniRef:UniRef90_A0A858JKZ3
contig_1	cds	1220411	1220887	+	EMBJFE_01087		OsmC-like protein	RefSeq:WP_039998660.1, SO:0001217, UniParc:UPI0002FE2983, UniRef:UniRef100_A0A181CDG6, UniRef:UniRef50_G2I6P7, UniRef:UniRef90_G2I6P7
contig_1	cds	1220927	1221505	+	EMBJFE_01088	dedA	DedA family protein	RefSeq:WP_007397687.1, SO:0001217, UniParc:UPI000208019A, UniRef:UniRef100_A0A181CDJ7, UniRef:UniRef50_A0A1Y0Y644, UniRef:UniRef90_A0A181CDJ7
contig_1	cds	1221651	1222637	+	EMBJFE_01089		Oxidoreductase	RefSeq:WP_034933646.1, SO:0001217, UniParc:UPI0004D5B06C, UniRef:UniRef100_A0A181CDH3, UniRef:UniRef50_A0A1Y0Y6Y7, UniRef:UniRef90_G2I6P9
contig_1	cds	1223006	1224478	+	EMBJFE_01090		Hint domain-containing protein	RefSeq:WP_051672184.1, SO:0001217, UniParc:UPI00068D24AF, UniRef:UniRef100_A0A858JQD5, UniRef:UniRef50_A0A858JQD5, UniRef:UniRef90_A0A858JQD5
contig_1	cds	1224637	1225569	-	EMBJFE_01091		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	EC:2.7.1.148, GO:0050515, KEGG:K00919, RefSeq:WP_034933649.1, SO:0001217, UniParc:UPI0004D4474F, UniRef:UniRef100_A0A181CDJ1, UniRef:UniRef50_G2I6Q0, UniRef:UniRef90_A0A181CDJ1
contig_1	cds	1225569	1227506	-	EMBJFE_01092		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_A0A318QH87, UniRef:UniRef90_A0A858JKG6
contig_1	cds	1227510	1228388	+	EMBJFE_01093		Uracil-DNA glycosylase	RefSeq:WP_223846541.1, SO:0001217, UniParc:UPI0007DD1732, UniRef:UniRef100_A0A858JJR8, UniRef:UniRef50_A0A347WBD3, UniRef:UniRef90_A0A858JJR8
contig_1	cds	1228688	1230550	+	EMBJFE_01094		Lytic transglycosylase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1D8UVD0, UniRef:UniRef90_A0A858JHA1
contig_1	cds	1230751	1232040	-	EMBJFE_01095	mpfA	Hemolysin/magnesium/cobalt transporter CorC/HlyC	COG:COG1253, COG:PT, KEGG:K03699, RefSeq:WP_034933660.1, SO:0001217, UniParc:UPI00030AC0D5, UniRef:UniRef100_A0A181CDP9, UniRef:UniRef50_A0A4Y3TQQ2, UniRef:UniRef90_A0A4P5P023
contig_1	cds	1232170	1233351	-	EMBJFE_01096	hpnH	adenosyl-hopene transferase HpnH	COG:COG0535, COG:DH, GO:0003824, GO:0051536, RefSeq:WP_034933662.1, SO:0001217, UniParc:UPI0004D9E031, UniRef:UniRef100_A0A181CDH4, UniRef:UniRef50_A0A0D6MIL6, UniRef:UniRef90_A0A318PJ44
contig_1	cds	1233804	1235819	+	EMBJFE_01097	dxs	1-deoxy-D-xylulose-5-phosphate synthase	EC:2.2.1.7, GO:0005737, GO:0008615, GO:0008661, GO:0009228, GO:0009240, KEGG:K01662, SO:0001217, UniRef:UniRef50_Q5FUB1, UniRef:UniRef90_A0A0M0EM65
contig_1	cds	1235816	1236478	+	EMBJFE_01098	mlaC	ABC transporter toluene transporter auxiliary component	COG:COG2854, COG:M, KEGG:K07323, RefSeq:WP_039998659.1, SO:0001217, UniParc:UPI00031F3B42, UniRef:UniRef100_A0A181CDI2, UniRef:UniRef50_A0A511XEF6, UniRef:UniRef90_G2I6Q7
contig_1	cds	1236542	1237720	+	EMBJFE_01099	hpnI	bacteriohopanetetrol glucosamine biosynthesis glycosyltransferase HpnI	EC:2.4.1.80, GO:0016757, KEGG:K00720, RefSeq:WP_007397672.1, SO:0001217, UniParc:UPI000208018B, UniRef:UniRef100_A0A181CDL0, UniRef:UniRef50_A0A9E3BNF9, UniRef:UniRef90_G2I6Q8
contig_1	cds	1237828	1239252	+	EMBJFE_01100	hpnJ	hopanoid biosynthesis associated radical SAM protein HpnJ	COG:COG1032, COG:R, GO:0003824, GO:0051536, RefSeq:WP_007397671.1, SO:0001217, UniParc:UPI000208018A, UniRef:UniRef100_A0A181CDS8, UniRef:UniRef50_A0A2H5ZGF1, UniRef:UniRef90_A0A2S3W373
contig_1	cds	1239268	1240185	+	EMBJFE_01101	chbG	Chitin disaccharide deacetylase	COG:COG3394, COG:G, SO:0001217, UniRef:UniRef50_A0A1D8QXL0, UniRef:UniRef90_A0A0M0EI46
contig_1	cds	1240211	1240540	-	EMBJFE_01102	trxA	thioredoxin	GO:0015035, RefSeq:WP_034929608.1, SO:0001217, UniParc:UPI0004D81B8F, UniRef:UniRef100_A0A181CDK3, UniRef:UniRef50_P52233, UniRef:UniRef90_G2I6R1
contig_1	cds	1240614	1244198	-	EMBJFE_01103	addA	double-strand break repair helicase AddA	EC:3.1.-.-, EC:5.6.2.4, GO:0000724, KEGG:K16898, RefSeq:WP_007397668.1, SO:0001217, UniParc:UPI0002080187, UniRef:UniRef100_A0A181CDL8, UniRef:UniRef50_A0A1A0CF11, UniRef:UniRef90_G2I6R2
contig_1	cds	1244195	1247245	-	EMBJFE_01104	addB	double-strand break repair protein AddB	GO:0000724, RefSeq:WP_007397667.1, SO:0001217, UniParc:UPI0002080186, UniRef:UniRef100_A0A181CDI8, UniRef:UniRef50_A0A841QHT8, UniRef:UniRef90_A0A181CDI8
contig_1	cds	1247242	1248003	-	EMBJFE_01105		Mannose-1-phosphate guanylyltransferase	RefSeq:WP_039998658.1, SO:0001217, UniParc:UPI0002D9D3C9, UniRef:UniRef100_A0A181CDR0, UniRef:UniRef50_A0A347WBC1, UniRef:UniRef90_G2I6R4
contig_1	cds	1248000	1248506	-	EMBJFE_01106	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	GO:0002949, RefSeq:WP_007397665.1, SO:0001217, UniParc:UPI0002080184, UniRef:UniRef100_A0A181CDI6, UniRef:UniRef50_A0A5R9J8F5, UniRef:UniRef90_A0A181CDI6
contig_1	cds	1248650	1249690	+	EMBJFE_01107		Ferredoxin--NADP reductase	SO:0001217, UniRef:UniRef50_A9H9C9, UniRef:UniRef90_A0A4P5NQ17
contig_1	cds	1249787	1251052	+	EMBJFE_01108		D-amino acid dehydrogenase	EC:1.4.5.1, KEGG:K00285, RefSeq:WP_039998691.1, SO:0001217, UniParc:UPI0002F147BF, UniRef:UniRef100_A0A181CDJ4, UniRef:UniRef50_Q6D4N9, UniRef:UniRef90_G2I6R7
contig_1	cds	1251167	1251436	-	EMBJFE_01109		Signal peptidase	RefSeq:WP_034929648.1, SO:0001217, UniParc:UPI0002F1A850, UniRef:UniRef100_A0A181CDM0, UniRef:UniRef50_A0A2V4R037, UniRef:UniRef90_A0A181CDM0
contig_1	cds	1251660	1253483	-	EMBJFE_01110	typA	translational GTPase TypA	COG:COG1217, COG:T, GO:0003924, GO:0005525, GO:0006412, GO:0006950, RefSeq:WP_007397659.1, SO:0001217, UniParc:UPI000208017E, UniRef:UniRef100_A0A181CDT9, UniRef:UniRef50_A0A4R0NWP3, UniRef:UniRef90_A9H9C1
contig_1	cds	1253672	1254682	-	EMBJFE_01111		Adenosine kinase	RefSeq:WP_034929645.1, SO:0001217, UniParc:UPI0002F37079, UniRef:UniRef100_A0A181CDL1, UniRef:UniRef50_A0A0U5ET18, UniRef:UniRef90_A0A318PM30
contig_1	cds	1255098	1255595	+	EMBJFE_01112		Polymer-forming cytoskeletal protein	RefSeq:WP_007397656.1, SO:0001217, UniParc:UPI000208008D, UniRef:UniRef100_A0A181CDL3, UniRef:UniRef50_A0A0D6Q6X2, UniRef:UniRef90_A0A318PZN6
contig_1	cds	1255699	1256319	-	EMBJFE_01113	gcrA	GcrA cell cycle regulator	SO:0001217, UniParc:UPI0007DE177E, UniRef:UniRef100_A0A181CDM6, UniRef:UniRef50_A0A0U5EYW0, UniRef:UniRef90_A0A181CDM6
contig_1	cds	1256461	1257648	-	EMBJFE_01114	rnd	ribonuclease D	EC:3.1.13.5, GO:0006396, GO:0008408, GO:0033890, KEGG:K03684, RefSeq:WP_007397655.1, SO:0001217, UniParc:UPI000208008C, UniRef:UniRef100_A0A181CDJ6, UniRef:UniRef50_Q0BVP4, UniRef:UniRef90_G2I6S3
contig_1	cds	1257787	1258266	+	EMBJFE_01115	queF	preQ(1) synthase	EC:1.7.1.13, GO:0005737, GO:0008616, GO:0033739, GO:0046857, RefSeq:WP_039998655.1, SO:0001217, UniParc:UPI0005871FBD, UniRef:UniRef100_A0A181CDS1, UniRef:UniRef50_A0A181CDS1, UniRef:UniRef90_A0A181CDS1
contig_1	cds	1258473	1258898	-	EMBJFE_01116	atpC	ATP synthase F1 subunit epsilon	EC:7.1.2.2, GO:0015986, GO:0045261, GO:0046933, RefSeq:WP_007397651.1, SO:0001217, UniParc:UPI0002080088, UniRef:UniRef100_A0A181CDJ5, UniRef:UniRef50_A9H9B1, UniRef:UniRef90_G2I6S5
contig_1	cds	1258931	1260406	-	EMBJFE_01117	atpD	F0F1 ATP synthase subunit beta	COG:C, COG:COG0055, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0016887, GO:0045261, GO:0046933, GO:0046961, RefSeq:WP_039998644.1, SO:0001217, UniParc:UPI0002E83462, UniRef:UniRef100_A0A181CDM5, UniRef:UniRef50_Q6MAK7, UniRef:UniRef90_A9H9A8
contig_1	cds	1260439	1261320	-	EMBJFE_01118		F0F1 ATP synthase subunit gamma	EC:7.1.2.2, GO:0015986, GO:0046933, KEGG:K02115, RefSeq:WP_007397649.1, SO:0001217, UniParc:UPI0002080086, UniRef:UniRef100_A0A181CDK4, UniRef:UniRef50_A1B8N9, UniRef:UniRef90_G2I6S7
contig_1	cds	1261337	1262875	-	EMBJFE_01119	atpA	F0F1 ATP synthase subunit alpha	COG:C, COG:COG0056, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0043531, GO:0045261, GO:0046933, GO:0046961, RefSeq:WP_034929587.1, SO:0001217, UniParc:UPI0002FE676F, UniRef:UniRef100_UPI0002FE676F, UniRef:UniRef50_P9WPU7, UniRef:UniRef90_A9H9A4
contig_1	cds	1262875	1263456	-	EMBJFE_01120		F0F1 ATP synthase subunit delta	EC:7.1.2.2, GO:0015986, GO:0016020, GO:0046933, SO:0001217, UniRef:UniRef50_A9H9A1, UniRef:UniRef90_G2I6S9
contig_1	cds	1263777	1265201	-	EMBJFE_01121	qacA	Major facilitator superfamily multidrug resistance transporter QacA	RefSeq:WP_007397645.1, SO:0001217, UniParc:UPI0002080082, UniRef:UniRef100_A0A181CDM2, UniRef:UniRef50_A0A0M0EI85, UniRef:UniRef90_G2I6T0
contig_1	tRNA	1265301	1265374	-	EMBJFE_01122	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	tRNA	1265600	1265676	+	EMBJFE_01123	trnW	tRNA-Trp(cca)	SO:0000271
contig_1	cds	1265730	1266005	+	EMBJFE_01124	secE	preprotein translocase subunit SecE	GO:0005886, GO:0009306, GO:0015450, GO:0043952, SO:0001217, UniRef:UniRef50_A0A347WBA4, UniRef:UniRef90_A0A347WBA4
contig_1	cds	1266014	1266544	+	EMBJFE_01125	nusG	transcription termination/antitermination protein NusG	COG:COG0250, COG:K, GO:0032784, KEGG:K02601, RefSeq:WP_007397643.1, SO:0001217, UniParc:UPI0002080080, UniRef:UniRef100_A0A181CDN6, UniRef:UniRef50_P36262, UniRef:UniRef90_A0A181CDN6
contig_1	cds	1266721	1267368	-	EMBJFE_01126		ABC-type transport auxiliary lipoprotein component domain-containing protein	KEGG:K09857, RefSeq:WP_039998642.1, SO:0001217, UniParc:UPI000305AE6E, UniRef:UniRef100_A0A181CDK7, UniRef:UniRef50_G2I6T3, UniRef:UniRef90_G2I6T3
contig_1	cds	1267372	1269036	-	EMBJFE_01127	pqiB	Paraquat-inducible protein B	COG:COG3008, COG:M, KEGG:K06192, RefSeq:WP_007397641.1, SO:0001217, UniParc:UPI000208007E, UniRef:UniRef100_A0A181CDT0, UniRef:UniRef50_A0A6P1NC71, UniRef:UniRef90_A0A0M0EI69
contig_1	cds	1269033	1270520	-	EMBJFE_01128		Paraquat-inducible protein A	KEGG:K03808, RefSeq:WP_007397640.1, SO:0001217, UniParc:UPI000208007D, UniRef:UniRef100_A0A181CDK6, UniRef:UniRef50_A0A1U9KFD4, UniRef:UniRef90_G2I6T5
contig_1	tRNA	1270616	1270690	+	EMBJFE_01129	trnT	tRNA-Thr(cgt)	SO:0000270
contig_1	cds	1270832	1272181	-	EMBJFE_01130		Gluconate permease	RefSeq:WP_007397639.1, SO:0001217, UniParc:UPI000208007C, UniRef:UniRef100_A0A181CDN5, UniRef:UniRef50_A0A365YV15, UniRef:UniRef90_G2I6T6
contig_1	cds	1272200	1273612	-	EMBJFE_01131	tolC	TolC family protein	SO:0001217, UniParc:UPI0007DCD093, UniRef:UniRef100_A0A858JS41, UniRef:UniRef50_A0A2S3W4Y3, UniRef:UniRef90_A0A858JS41
contig_1	cds	1273642	1274766	-	EMBJFE_01132		ABC transmembrane type-2 domain-containing protein	SO:0001217, UniRef:UniRef50_Q9CJL8, UniRef:UniRef90_A0A318QRX5
contig_1	cds	1274774	1277551	-	EMBJFE_01133	rbbA	ribosome-associated ATPase/putative transporter RbbA	GO:0005524, GO:0016020, GO:0042626, GO:0043190, GO:0055085, RefSeq:WP_099963166.1, SO:0001217, UniParc:UPI0007DCBD91, UniRef:UniRef100_A0A181CDW0, UniRef:UniRef50_A0A348FZJ2, UniRef:UniRef90_G2I6T9
contig_1	cds	1277548	1278534	-	EMBJFE_01134		Membrane fusion protein biotin-lipoyl like domain-containing protein	RefSeq:WP_007397634.1, SO:0001217, UniParc:UPI0002080077, UniRef:UniRef100_A0A181CDN3, UniRef:UniRef50_C7JHJ5, UniRef:UniRef90_G2I6U0
contig_1	cds	1278675	1279184	-	EMBJFE_01135	marR	MarR family transcriptional regulator	RefSeq:WP_223846544.1, SO:0001217, UniParc:UPI0002DFF1D4, UniRef:UniRef100_A0A858JPQ8, UniRef:UniRef50_A0A0M0EJ79, UniRef:UniRef90_A0A858JPQ8
