#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2115969	2116448	-	EMBJFE_01946	16.0	9.7		RefSeq:WP_034928908.1, SO:0001217, UniParc:UPI0003068AC8, UniRef:UniRef100_A0A181C7U1, UniRef:UniRef50_A0A5C1YNQ6, UniRef:UniRef90_A0A181C7U1
contig_1	2152940	2153080	+	EMBJFE_01975	5.2	9.8		
contig_1	2269110	2269463	+	EMBJFE_02074	12.2	4.1		RefSeq:WP_007399121.1, SO:0001217, UniParc:UPI0002080537, UniRef:UniRef100_A0A181C833, UniRef:UniRef50_A0A347W905, UniRef:UniRef90_A0A181C833
contig_1	2326552	2326656	-	EMBJFE_02131	3.8	10.7		
contig_1	2386451	2386612	+	EMBJFE_02180	6.0	8.0		RefSeq:WP_007399242.1, SO:0001217, UniParc:UPI00020808B3, UniRef:UniRef100_A0A181C8F4, UniRef:UniRef50_A0A181C8F4, UniRef:UniRef90_A0A181C8F4
contig_1	2420335	2420829	+	EMBJFE_02208	18.1	6.9		RefSeq:WP_007399276.1, SO:0001217, UniParc:UPI00020809BC, UniRef:UniRef100_A0A181C8E2, UniRef:UniRef50_G2I2W0, UniRef:UniRef90_G2I2W0
contig_1	2421632	2421937	+	EMBJFE_02210	11.9	8.9		SO:0001217, UniRef:UniRef50_A0A0M0EIL8, UniRef:UniRef90_A0A181C8I4
contig_1	2464728	2465225	+	EMBJFE_02250	16.9	8.6		RefSeq:WP_039999398.1, SO:0001217, UniParc:UPI0002D75CB5, UniRef:UniRef100_A0A181C8N0, UniRef:UniRef50_A0A181C8N0, UniRef:UniRef90_A0A181C8N0
contig_1	2486821	2486925	+	EMBJFE_02270	3.6	4.2		
contig_1	2488265	2488732	-	EMBJFE_02272	17.5	6.4		SO:0001217, UniRef:UniRef50_G2I3I3, UniRef:UniRef90_G2I3I3
contig_1	2522203	2523000	+	EMBJFE_02303	28.4	9.5		
contig_1	2523444	2523797	+	EMBJFE_02304	13.4	10.2		SO:0001217, UniRef:UniRef50_A0A0M0ECJ0, UniRef:UniRef90_A0A0M0ECJ0
contig_1	2523840	2523965	+	EMBJFE_02305	4.8	9.2		SO:0001217, UniRef:UniRef50_A0A0M0EBR7, UniRef:UniRef90_A0A0M0EBR7
contig_1	2524581	2524988	+	EMBJFE_02306	15.1	8.7		SO:0001217, UniRef:UniRef50_A0A0M0EBQ4, UniRef:UniRef90_A0A0M0EBQ4
contig_1	2527437	2528198	-	EMBJFE_02309	28.3	5.2		
contig_1	2545026	2545499	+	EMBJFE_02325	17.4	5.5		
contig_1	2568540	2568752	-	EMBJFE_02353	8.0	6.0		
contig_1	2641120	2641314	+	EMBJFE_02409	7.1	11.7		
contig_1	2743794	2744027	-	EMBJFE_02504	8.7	6.8		RefSeq:WP_172459674.1, SO:0001217, UniParc:UPI0007DE55E0, UniRef:UniRef100_UPI0007DE55E0, UniRef:UniRef50_UPI0007DE55E0, UniRef:UniRef90_UPI0007DE55E0
contig_1	2748454	2748588	-	EMBJFE_02510	5.4	9.5		
contig_1	2750880	2751713	-	EMBJFE_02513	31.7	9.1		SO:0001217, UniRef:UniRef50_A0A858JGT3, UniRef:UniRef90_A0A858JGT3
contig_1	2754242	2754454	-	EMBJFE_02516	7.8	10.5		SO:0001217, UniRef:UniRef50_A0A7L5AA14
contig_1	2754912	2756492	-	EMBJFE_02517	58.7	5.3		
contig_1	2758702	2758971	+	EMBJFE_02520	10.6	11.7		
contig_1	2759155	2759448	+	EMBJFE_02521	11.1	8.3		
contig_1	2777751	2777999	-	EMBJFE_02537	9.0	4.6		RefSeq:WP_010511782.1, SO:0001217, UniParc:UPI000173BA66, UniRef:UniRef100_A9HCY1, UniRef:UniRef50_A9HCY1, UniRef:UniRef90_A9HCY1
contig_1	2778485	2778751	-	EMBJFE_02538	9.2	9.1		SO:0001217, UniRef:UniRef50_A0A841QF52, UniRef:UniRef90_A0A841QF52
contig_1	2778782	2779063	+	EMBJFE_02539	10.4	9.8		RefSeq:WP_112209841.1, SO:0001217, UniParc:UPI0007DD08D4, UniRef:UniRef100_A0A181C7B3, UniRef:UniRef50_A0A149U7I9, UniRef:UniRef90_A0A149U7I9
contig_1	2780685	2780873	+	EMBJFE_02542	7.0	4.3		RefSeq:WP_112209847.1, SO:0001217, UniParc:UPI0007DE355D, UniRef:UniRef100_A0A181C7D6, UniRef:UniRef50_A0A347WGF5, UniRef:UniRef90_A0A347WGF5
contig_1	2796246	2796443	+	EMBJFE_02555	7.2	8.6	PF00239.26|Resolvase	PFAM:PF00239.26
contig_1	2801988	2802086	-	EMBJFE_02561	3.4	4.7		
contig_1	2818083	2818262	+	EMBJFE_02576	7.0	7.8		SO:0001217, UniRef:UniRef50_A0AA37SLQ0
contig_1	2825285	2825497	-	EMBJFE_02583	7.9	4.9		SO:0001217, UniRef:UniRef50_A0A347WEX2, UniRef:UniRef90_A0A347WEX2
contig_1	2825991	2826200	+	EMBJFE_02585	7.9	9.5		
contig_1	2826556	2827341	-	EMBJFE_02586	29.9	11.2		
contig_1	2828583	2829437	+	EMBJFE_02588	27.2	4.2	PF13332.12|Fil_haemagg_2	PFAM:PF13332.12
contig_1	2831852	2832142	+	EMBJFE_02591	10.0	6.0		
contig_1	2835905	2836165	+	EMBJFE_02595	9.4	12.0		
contig_1	2843915	2844142	+	EMBJFE_02605	8.3	10.0		RefSeq:WP_039999941.1, SO:0001217, UniParc:UPI0002FB2B07, UniRef:UniRef100_UPI0002FB2B07, UniRef:UniRef50_UPI0002FB2B07, UniRef:UniRef90_UPI0002FB2B07
contig_1	2877636	2878091	-	EMBJFE_02634	17.0	10.3		RefSeq:WP_039999958.1, SO:0001217, UniParc:UPI00058761F5, UniRef:UniRef100_A0A181CBQ3, UniRef:UniRef50_A0A318QN56, UniRef:UniRef90_A0A181CBQ3
contig_1	2902711	2903316	+	EMBJFE_02660	22.5	11.0	PF08021.17|FAD_binding_9	PFAM:PF08021.17
contig_1	2903274	2903498	+	EMBJFE_02661	8.2	6.2		
contig_1	2905944	2906210	+	EMBJFE_02663	9.9	10.4		
contig_1	2906252	2906881	+	EMBJFE_02664	23.0	5.9		RefSeq:WP_007400223.1, SO:0001217, UniParc:UPI000208021C, UniRef:UniRef100_UPI000208021C, UniRef:UniRef50_A0A0D6QCD0, UniRef:UniRef90_A0A0D6QCD0
contig_1	2909482	2909721	+	EMBJFE_02668	8.8	9.0		SO:0001217, UniRef:UniRef50_A0A511XF33
contig_1	2909718	2910173	+	EMBJFE_02669	16.3	9.2		
contig_1	2910988	2911131	+	EMBJFE_02671	5.2	4.8		
contig_1	2914482	2915414	-	EMBJFE_02675	35.3	8.9		RefSeq:WP_139064318.1, SO:0001217, UniParc:UPI0007DF32FC, UniRef:UniRef100_A0A181C517, UniRef:UniRef50_A0A181C517, UniRef:UniRef90_A0A181C517
contig_1	2915919	2916206	-	EMBJFE_02676	10.2	6.6		
contig_1	2921682	2921852	-	EMBJFE_02682	6.4	6.2		
contig_1	2927524	2927757	-	EMBJFE_02688	8.7	8.8		RefSeq:WP_007400250.1, SO:0001217, UniParc:UPI0002080237, UniRef:UniRef100_A0A181CBK8, UniRef:UniRef50_A0A181CBK8, UniRef:UniRef90_A0A181CBK8
contig_1	2984761	2985108	+	EMBJFE_02728	11.3	9.3		RefSeq:WP_007400308.1, SO:0001217, UniParc:UPI0002080453, UniRef:UniRef100_A0A181CBG7, UniRef:UniRef50_G2I4W5, UniRef:UniRef90_A0A181CBG7
contig_1	2996283	2996615	+	EMBJFE_02742	11.8	11.4		RefSeq:WP_007400323.1, SO:0001217, UniParc:UPI0002080462, UniRef:UniRef100_UPI0002080462, UniRef:UniRef50_G2I4V1, UniRef:UniRef90_A0A858JKA9
contig_1	3010790	3011029	-	EMBJFE_02758	8.7	5.4		RefSeq:WP_034929778.1, SO:0001217, UniParc:UPI0004D817D4, UniRef:UniRef100_A0A181CBD8, UniRef:UniRef50_G2I4T4, UniRef:UniRef90_G2I4T4
contig_1	3014440	3014754	+	EMBJFE_02762	11.6	10.0		RefSeq:WP_007400348.1, SO:0001217, UniParc:UPI0002080576, UniRef:UniRef100_UPI0002080576, UniRef:UniRef50_UPI0002080576, UniRef:UniRef90_UPI0002080576
contig_1	3017253	3017621	-	EMBJFE_02765	13.5	10.0		SO:0001217, UniRef:UniRef50_A0A858JF01, UniRef:UniRef90_A0A858JF01
contig_1	3020594	3022651	+	EMBJFE_02769	79.1	5.6	PF00702.32|Hydrolase, PF08282.18|Hydrolase_3	PFAM:PF00702.32, PFAM:PF08282.18, RefSeq:WP_139064323.1, SO:0001217, UniParc:UPI0003030DB7, UniRef:UniRef100_A0A181CBC6, UniRef:UniRef50_A0A181CBC6, UniRef:UniRef90_A0A181CBC6
contig_1	3081880	3082116	+	EMBJFE_02820	8.5	6.1		
contig_1	3123040	3123192	+	EMBJFE_02863	4.9	9.0		
contig_1	3153326	3153706	+	EMBJFE_02891	15.4	9.4		RefSeq:WP_007400506.1, SO:0001217, UniParc:UPI0002080909, UniRef:UniRef100_A0A181CB12, UniRef:UniRef50_G6XJY3, UniRef:UniRef90_A0A181CB12
contig_1	3155656	3156075	+	EMBJFE_02894	15.5	11.3		
contig_1	3229967	3230152	-	EMBJFE_02964	6.7	11.5		RefSeq:WP_007400589.1, SO:0001217, UniParc:UPI000207F9E2, UniRef:UniRef100_A0A181CAY6, UniRef:UniRef50_A0A181CAY6, UniRef:UniRef90_A0A181CAY6
contig_1	3230177	3230827	-	EMBJFE_02965	23.3	9.8		RefSeq:WP_007400590.1, SO:0001217, UniParc:UPI000207F9E3, UniRef:UniRef100_A0A858JMU0, UniRef:UniRef50_A0A318PQY8, UniRef:UniRef90_A0A858JMU0
contig_1	3231420	3232226	-	EMBJFE_02967	29.5	11.7		
contig_1	3236538	3236840	-	EMBJFE_02971	11.2	7.9		RefSeq:WP_034928364.1, SO:0001217, UniParc:UPI00031271F0, UniRef:UniRef100_A0A858JL40, UniRef:UniRef50_A0A858JL40, UniRef:UniRef90_A0A858JL40
contig_1	3266037	3266255	+	EMBJFE_03002	7.5	6.5		
contig_1	3266198	3266872	-	EMBJFE_03003	23.7	10.7		
contig_1	3282846	3283625	+	EMBJFE_03016	30.0	8.9		
contig_1	3290555	3290749	+	EMBJFE_03023	6.7	11.7		
contig_1	3301208	3301441	+	EMBJFE_03036	8.7	5.9		
contig_1	3319763	3319876	-	EMBJFE_03051	4.1	11.4	PF02492.25|cobW	PFAM:PF02492.25
contig_1	3326807	3327379	-	EMBJFE_03058	20.9	4.9		
contig_1	3328218	3328415	-	EMBJFE_03060	7.4	10.7		RefSeq:WP_039999084.1, SO:0001217, UniParc:UPI000313C3EA, UniRef:UniRef100_UPI000313C3EA, UniRef:UniRef50_UPI000313C3EA, UniRef:UniRef90_UPI000313C3EA
contig_1	3330124	3330363	-	EMBJFE_03062	8.1	4.4		SO:0001217, UniRef:UniRef50_UPI000B56111E
contig_1	3338259	3338357	+	EMBJFE_03069	4.0	9.2		SO:0001217, UniRef:UniRef50_A0A1Y0UZS5, UniRef:UniRef90_A0A1Y0UZS5
contig_1	3356166	3356297	+	EMBJFE_03083	5.1	11.6		
contig_1	3371728	3372240	-	EMBJFE_03098	17.4	5.3	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_1	3391375	3391833	+	EMBJFE_03115	17.8	6.6		RefSeq:WP_039999053.1, SO:0001217, UniParc:UPI0002E95295, UniRef:UniRef100_A0A858JJ31, UniRef:UniRef50_A0A858JJ31, UniRef:UniRef90_A0A858JJ31
contig_1	3458228	3458602	-	EMBJFE_03171	13.7	6.7		RefSeq:WP_007398638.1, SO:0001217, UniParc:UPI0002080AB1, UniRef:UniRef100_A0A181CAN6, UniRef:UniRef50_A0A318QQA1, UniRef:UniRef90_A0A181CAN6
contig_1	3488661	3488801	-	EMBJFE_03199	5.0	12.0		
contig_1	3489940	3490077	+	EMBJFE_03201	4.8	6.4		
contig_1	3511885	3512205	-	EMBJFE_03220	11.0	9.9		SO:0001217, UniRef:UniRef50_UPI001CD36538, UniRef:UniRef90_UPI001CD36538
contig_1	3552290	3553348	-	EMBJFE_03251	39.0	6.6		SO:0001217, UniRef:UniRef50_A0A0N0MDZ5, UniRef:UniRef90_UPI0004D5A73C
contig_1	3556072	3556332	-	EMBJFE_03253	9.8	5.9		RefSeq:WP_039998935.1, SO:0001217, UniParc:UPI00058736B4, UniRef:UniRef100_A0A181C5H5, UniRef:UniRef50_A0A181C5H5, UniRef:UniRef90_A0A181C5H5
contig_4	59	751	+	EMBJFE_03258	24.5	10.2		
contig_4	2899	3060	-	EMBJFE_03260	6.1	9.3		
contig_4	3955	4239	-	EMBJFE_03262	9.2	9.4		RefSeq:WP_007398515.1, SO:0001217, UniParc:UPI000208075E, UniRef:UniRef100_A0A181CAJ1, UniRef:UniRef50_A0A181CAJ1, UniRef:UniRef90_A0A181CAJ1
contig_4	11422	12183	-	EMBJFE_03269	28.4	10.6	PF01292.26|Ni_hydr_CYTB	PFAM:PF01292.26
contig_3	6591	7211	-	EMBJFE_03283	23.2	8.3	PF07978.19|NIPSNAP	PFAM:PF07978.19, RefSeq:WP_039733240.1, SO:0001217, UniParc:UPI000584B902, UniRef:UniRef100_A0A347WH31, UniRef:UniRef50_A0A347WH31, UniRef:UniRef90_A0A347WH31
contig_3	25344	25619	+	EMBJFE_03296	9.8	5.5		RefSeq:WP_110570055.1, SO:0001217, UniParc:UPI0007DDACF1, UniRef:UniRef100_A0A318QDS1, UniRef:UniRef50_A0A318QDS1, UniRef:UniRef90_A0A318QDS1
contig_3	33639	34034	-	EMBJFE_03308	14.1	8.7		SO:0001217, UniRef:UniRef50_A0A0M0EEV7, UniRef:UniRef90_A0A0M0EEV7
contig_3	43585	43839	-	EMBJFE_03321	9.7	10.5		
contig_3	52097	52309	+	EMBJFE_03329	7.9	4.7		SO:0001217, UniRef:UniRef50_A0A347WEX2, UniRef:UniRef90_A0A347WEX2
contig_5	541	1128	-	EMBJFE_03334	22.0	9.2		RefSeq:WP_146750211.1, SO:0001217, UniParc:UPI0007DF64C4, UniRef:UniRef100_UPI0007DF64C4, UniRef:UniRef50_UPI0007DF64C4, UniRef:UniRef90_UPI0007DF64C4
contig_5	1243	1422	-	EMBJFE_03335	7.0	8.2		
contig_5	5789	5989	-	EMBJFE_03341	7.8	9.6		RefSeq:WP_146750214.1, SO:0001217, UniParc:UPI0007E0DD50, UniRef:UniRef100_UPI0007E0DD50, UniRef:UniRef50_A0A270B4Q1, UniRef:UniRef90_A0AA35UKW4
contig_5	7302	7481	+	EMBJFE_03343	6.0	10.2		RefSeq:WP_146750213.1, SO:0001217, UniParc:UPI0007E15DA0, UniRef:UniRef100_UPI0007E15DA0, UniRef:UniRef50_UPI0007E15DA0, UniRef:UniRef90_UPI0007E15DA0
contig_5	7575	8027	-	EMBJFE_03344	15.9	8.3		SO:0001217, UniRef:UniRef50_A0A149UQ57
contig_5	8092	8373	+	EMBJFE_03345	9.8	9.7		RefSeq:WP_112209745.1, SO:0001217, UniParc:UPI0007E2796E, UniRef:UniRef100_UPI0007E2796E, UniRef:UniRef50_A0A149UMN0, UniRef:UniRef90_A0A149UMN0
contig_5	8915	9502	-	EMBJFE_03348	22.0	9.2		RefSeq:WP_146750211.1, SO:0001217, UniParc:UPI0007DF64C4, UniRef:UniRef100_UPI0007DF64C4, UniRef:UniRef50_UPI0007DF64C4, UniRef:UniRef90_UPI0007DF64C4
contig_5	9617	9796	-	EMBJFE_03349	7.0	8.2		
contig_5	14163	14363	-	EMBJFE_03355	7.8	9.6		RefSeq:WP_146750214.1, SO:0001217, UniParc:UPI0007E0DD50, UniRef:UniRef100_UPI0007E0DD50, UniRef:UniRef50_A0A270B4Q1, UniRef:UniRef90_A0AA35UKW4
contig_5	15676	15855	+	EMBJFE_03357	6.0	10.2		RefSeq:WP_146750213.1, SO:0001217, UniParc:UPI0007E15DA0, UniRef:UniRef100_UPI0007E15DA0, UniRef:UniRef50_UPI0007E15DA0, UniRef:UniRef90_UPI0007E15DA0
contig_5	15949	16401	-	EMBJFE_03358	15.9	8.3		SO:0001217, UniRef:UniRef50_A0A149UQ57
contig_5	16466	16747	+	EMBJFE_03359	10.0	9.9		SO:0001217, UniRef:UniRef50_A0A149UMN0
contig_6	4782	4931	-	EMBJFE_03366	5.7	5.3		
contig_6	4994	5416	+	EMBJFE_03367	15.0	5.4		RefSeq:WP_112209712.1, SO:0001217, UniParc:UPI0007DD6BE8, UniRef:UniRef100_A0A181C5E0, UniRef:UniRef50_A0A318QLZ7, UniRef:UniRef90_A0A181C5E0
contig_6	20218	20367	-	EMBJFE_03386	5.7	5.3		
contig_6	20430	20852	+	EMBJFE_03387	15.0	5.4		RefSeq:WP_112209712.1, SO:0001217, UniParc:UPI0007DD6BE8, UniRef:UniRef100_A0A181C5E0, UniRef:UniRef50_A0A318QLZ7, UniRef:UniRef90_A0A181C5E0
contig_2	574	783	+	EMBJFE_03401	7.9	9.5		
contig_2	1190	1924	-	EMBJFE_03402	27.7	11.0		
contig_2	15219	15521	+	EMBJFE_03415	11.1	4.6		RefSeq:WP_102325775.1, SO:0001217, UniParc:UPI0007DDA56A, UniRef:UniRef100_A0A365YUF0, UniRef:UniRef50_A0A318QB57, UniRef:UniRef90_A0A318QB57
contig_2	17218	17712	-	EMBJFE_03418	18.1	9.0		RefSeq:WP_078524628.1, SO:0001217, UniParc:UPI0007DD152F, UniRef:UniRef100_A0A9N7H056, UniRef:UniRef50_A0A0M0ECX4, UniRef:UniRef90_A0A347WGS7
contig_2	18546	19130	-	EMBJFE_03420	21.4	9.9		RefSeq:WP_223846566.1, SO:0001217, UniParc:UPI0007DD9F36, UniRef:UniRef100_A0A858JLY3, UniRef:UniRef50_G2I7V5, UniRef:UniRef90_G2I7V5
contig_2	19425	19652	+	EMBJFE_03421	8.1	4.6		
contig_2	24242	24562	+	EMBJFE_03425	12.4	9.8		SO:0001217, UniRef:UniRef50_A0A0M0EE29, UniRef:UniRef90_A0A0M0EE29
contig_2	24856	25086	+	EMBJFE_03426	8.6	9.9		SO:0001217, UniParc:UPI0003EA4CEE, UniRef:UniRef100_A0A2S3W1P5, UniRef:UniRef50_A0A347WGT8, UniRef:UniRef90_A0A2S3W1P5
contig_2	28749	29354	-	EMBJFE_03429	20.6	6.2		RefSeq:WP_112210243.1, SO:0001217, UniParc:UPI0007DCEB87, UniRef:UniRef100_A0A181CEM4, UniRef:UniRef50_A0A2S3W1U7, UniRef:UniRef90_A0A2S3W1U7
contig_2	31013	31435	-	EMBJFE_03432	14.9	4.9		RefSeq:WP_039998253.1, SO:0001217, UniParc:UPI00031018EC, UniRef:UniRef100_A0A181CEL0, UniRef:UniRef50_A0A347WGU4, UniRef:UniRef90_A0A347WGU4
contig_2	44276	44938	-	EMBJFE_03446	24.1	9.0		SO:0001217, UniParc:UPI0007DE3222, UniRef:UniRef100_A0A181C9B1, UniRef:UniRef50_A0A318PSB0, UniRef:UniRef90_A0A0M0EC58
contig_2	46475	46570	-	EMBJFE_03449	3.5	8.3		SO:0001217, UniParc:UPI0005921E5A, UniRef:UniRef100_A0A2S3W1L2, UniRef:UniRef50_A0A2S3W1L2, UniRef:UniRef90_A0A2S3W1L2
contig_2	47599	48765	-	EMBJFE_03451	41.0	8.8		SO:0001217, UniRef:UniRef50_A0A2S3W1L7, UniRef:UniRef90_A0A2S3W1L7
contig_2	54088	54465	-	EMBJFE_03457	13.8	6.0		RefSeq:WP_061275214.1, SO:0001217, UniParc:UPI000774C065, UniRef:UniRef100_A0A318PGX1, UniRef:UniRef50_A0A318PGX1, UniRef:UniRef90_A0A318PGX1
contig_2	56632	58044	+	EMBJFE_03461	50.8	5.5		RefSeq:WP_112209946.1, SO:0001217, UniParc:UPI0007DD0444, UniRef:UniRef100_A0A181C981, UniRef:UniRef50_A0A0M0EDW9, UniRef:UniRef90_A0A0M0EDW9
contig_2	61270	61434	+	EMBJFE_03464	6.0	8.9		SO:0001217, UniRef:UniRef50_A0A347WA05, UniRef:UniRef90_A0A4P5NUZ7
contig_2	62199	62735	-	EMBJFE_03465	19.9	11.0		RefSeq:WP_110569791.1, SO:0001217, UniParc:UPI0007DD617D, UniRef:UniRef100_A0A318QF00, UniRef:UniRef50_A0A0M0EDA4, UniRef:UniRef90_A0A0M0EDA4
contig_2	63798	64187	-	EMBJFE_03467	14.7	5.2		RefSeq:WP_110569790.1, SO:0001217, UniParc:UPI0007DCF5B9, UniRef:UniRef100_A0A318QGI4, UniRef:UniRef50_A0A318PG66, UniRef:UniRef90_A0A0M0EDA7
contig_2	107346	107648	-	EMBJFE_03506	11.2	9.3		SO:0001217, UniParc:UPI0006C2257F, UniRef:UniRef100_A0A0M0ED54, UniRef:UniRef50_A0A0M0ED54, UniRef:UniRef90_A0A0M0ED54
contig_2	108901	109104	+	EMBJFE_03509	7.7	4.8		
contig_2	111733	112368	+	EMBJFE_03512	23.8	11.4		
contig_2	114843	115337	+	EMBJFE_03515	17.9	5.7	PF13005.12|zf-IS66	PFAM:PF13005.12
contig_2	118203	119738	+	EMBJFE_03519	57.4	5.7	PF00384.28|Molybdopterin, PF01568.27|Molydop_binding	PFAM:PF00384.28, PFAM:PF01568.27
contig_2	126845	127366	+	EMBJFE_03527	19.8	11.0		
contig_2	136398	136577	-	EMBJFE_03536	7.0	7.8		SO:0001217, UniRef:UniRef50_A0AA37SLQ0
contig_2	150263	150640	-	EMBJFE_03552	14.2	10.3		
contig_2	170481	170690	+	EMBJFE_03567	7.8	10.0		SO:0001217, UniRef:UniRef50_A0A2S3VX53, UniRef:UniRef90_A0A2S3VX53
contig_2	173852	173992	+	EMBJFE_03571	5.1	5.4		SO:0001217, UniParc:UPI000207FC57, UniRef:UniRef100_A0A0N1F7K4, UniRef:UniRef50_A0A0N1F7K4, UniRef:UniRef90_A0A0N1F7K4
contig_2	193902	194243	-	EMBJFE_03595	12.8	7.8		SO:0001217, UniRef:UniRef50_A0A0M0EDG8, UniRef:UniRef90_A0A0M0EDG8
contig_2	201276	201452	-	EMBJFE_03602	7.0	10.3		RefSeq:WP_159104948.1, SO:0001217, UniParc:UPI0007DCCE4B, UniRef:UniRef100_UPI0007DCCE4B, UniRef:UniRef50_UPI0007DCCE4B, UniRef:UniRef90_UPI0007DCCE4B
contig_2	208885	209139	+	EMBJFE_03606	9.3	10.0		
contig_2	213316	213450	-	EMBJFE_03610	5.1	8.4		
contig_2	214404	214520	+	EMBJFE_03612	4.3	6.5		SO:0001217, UniRef:UniRef50_A0A347WGR2, UniRef:UniRef90_A0A0M0ECK9
