#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	363419	363910	+	CENAFE_02375	ppiB	peptidylprolyl isomerase	COG:COG0652, COG:O, RefSeq:WP_007398989.1, SO:0001217, UniParc:UPI00020801CC, UniRef:UniRef100_A0A2D3HGH3, UniRef:UniRef50_A4YV22, UniRef:UniRef90_A0A347W9A9
contig_1	tRNA	364127	364202	+	CENAFE_02380	Lys_trna	tRNA-Lys(ttt)	SO:0000265
contig_1	cds	364659	366497	+	CENAFE_02385	edd	phosphogluconate dehydratase	COG:COG0129, COG:EG, EC:4.2.1.12, KEGG:K01690, RefSeq:WP_039999294.1, SO:0001217, UniParc:UPI0005866224, UniRef:UniRef100_A0A2D3HG94, UniRef:UniRef50_P31961, UniRef:UniRef90_G2I1R7
contig_1	cds	366546	367160	+	CENAFE_02390	eda	2-dehydro-3-deoxyphosphogluconate aldolase	COG:COG0800, COG:G, EC:4.1.2.14, EC:4.1.3.42, KEGG:K01625, RefSeq:WP_007398984.1, SO:0001217, UniParc:UPI00020801C7, UniRef:UniRef100_A0A2D3HG33, UniRef:UniRef50_Q00384, UniRef:UniRef90_A0A347W9B1
contig_1	cds	367267	367923	-	CENAFE_02395	alkB	DNA oxidative demethylase AlkB	EC:1.14.11.33, KEGG:K03919, RefSeq:WP_007398983.1, SO:0001217, UniParc:UPI00020801C6, UniRef:UniRef100_A0A2D3HGC8, UniRef:UniRef50_A0A0M0EGV1, UniRef:UniRef90_A0A2D3HGC8
contig_1	cds	367990	368751	-	CENAFE_02400		DUF2076 domain-containing protein	KEGG:K09945, RefSeq:WP_034928944.1, SO:0001217, UniParc:UPI0002DD6305, UniRef:UniRef100_A0A2D3HGA3, UniRef:UniRef50_A0A177GAF2, UniRef:UniRef90_G2I1R4
contig_1	cds	368963	369853	+	CENAFE_02405	glyQ	glycine--tRNA ligase subunit alpha	COG:COG0752, COG:J, RefSeq:WP_007398981.1, SO:0001217, UniParc:UPI00020801C4, UniRef:UniRef100_A0A2D3HG69, UniRef:UniRef50_Q1WTP0, UniRef:UniRef90_G2I1R3
contig_1	cds	369860	371920	+	CENAFE_02410	glyS	glycine--tRNA ligase subunit beta	RefSeq:WP_007398980.1, SO:0001217, UniParc:UPI00020801C3, UniRef:UniRef100_A0A2D3HG86, UniRef:UniRef50_Q2W3X1, UniRef:UniRef90_A0A070A5Y8
contig_1	cds	372137	372529	-	CENAFE_02415		DUF3293 domain-containing protein	RefSeq:WP_007398979.1, SO:0001217, UniParc:UPI00020800DA, UniRef:UniRef100_A0A2D3HG54, UniRef:UniRef50_G2I1R1, UniRef:UniRef90_G2I1R1
contig_1	cds	372529	373686	-	CENAFE_02420	rodA	rod shape-determining protein RodA	COG:COG0772, COG:D, KEGG:K05837, RefSeq:WP_039999292.1, SO:0001217, UniParc:UPI000310F3F9, UniRef:UniRef100_A0A2D3HG58, UniRef:UniRef50_A0A506UML6, UniRef:UniRef90_W5Y507
contig_1	cds	373733	375652	-	CENAFE_02425	mrdA	penicillin-binding protein 2	COG:COG0768, COG:DM, EC:3.4.16.4, KEGG:K05515, RefSeq:WP_034928933.1, SO:0001217, UniParc:UPI0002F27192, UniRef:UniRef100_A0A2D3HGL0, UniRef:UniRef50_A0A7H1NUS9, UniRef:UniRef90_A0A347W9B8
contig_1	cds	375689	376255	-	CENAFE_02430		rod shape-determining protein	RefSeq:WP_007398976.1, SO:0001217, UniParc:UPI00020800D7, UniRef:UniRef100_A0A2D3HGI3, UniRef:UniRef50_G2I1Q8, UniRef:UniRef90_G2I1Q8
contig_1	cds	376252	377169	-	CENAFE_02435	mreC	rod shape-determining protein MreC	COG:COG1792, COG:DZ, RefSeq:WP_007398975.1, SO:0001217, UniParc:UPI00020800D6, UniRef:UniRef100_A0A2D3HGA6, UniRef:UniRef50_A0A0M0EGU1, UniRef:UniRef90_A0A0M0EGU1
contig_1	cds	377313	378359	-	CENAFE_02440	mreB	rod shape-determining protein	COG:COG1077, COG:DZ, RefSeq:WP_007398974.1, SO:0001217, UniParc:UPI00020800D5, UniRef:UniRef100_A0A2D3HG42, UniRef:UniRef50_A0A098GMF1, UniRef:UniRef90_W5YCS0
contig_1	cds	378665	379195	+	CENAFE_02445		hypothetical protein	RefSeq:WP_083824470.1, SO:0001217, UniParc:UPI0002DCC072, UniRef:UniRef100_A0A2D3HIH3, UniRef:UniRef50_W5Y503, UniRef:UniRef90_A0A070A4R6
contig_1	cds	379375	380949	-	CENAFE_02450	leuA	2-isopropylmalate synthase	COG:COG0119, COG:E, RefSeq:WP_007398972.1, SO:0001217, UniParc:UPI00020800D3, UniRef:UniRef100_A0A2D3HGD8, UniRef:UniRef50_A4YZ76, UniRef:UniRef90_G2I1Q4
contig_1	cds	381255	382175	-	CENAFE_02455		N-acetylmuramoyl-L-alanine amidase	EC:3.5.1.28, KEGG:K01448, RefSeq:WP_039999289.1, SO:0001217, UniParc:UPI0002FF32EA, UniRef:UniRef100_A0A2D3HGB3, UniRef:UniRef50_A0A1D8QWM9, UniRef:UniRef90_G2I1Q3
contig_1	cds	382836	385826	+	CENAFE_02460		ribonuclease E/G	RefSeq:WP_007398966.1, SO:0001217, UniParc:UPI00020800CD, UniRef:UniRef100_A0A2D3HG79, UniRef:UniRef50_A0A0D6ML34, UniRef:UniRef90_A0A070A5X7
contig_1	cds	386349	387911	-	CENAFE_02465	herA	ATP-binding protein	COG:COG0433, COG:L, SO:0001217, UniParc:UPI000304FB0D, UniRef:UniRef100_A0A181C7R0, UniRef:UniRef50_A0A0H3G1F6, UniRef:UniRef90_A0A070A474
contig_1	cds	387866	389122	-	CENAFE_02470		aminoacetone oxidase family FAD-binding enzyme	RefSeq:WP_007398963.1, SO:0001217, UniParc:UPI00020800CA, UniRef:UniRef100_A0A2D3HG95, UniRef:UniRef50_A0A679IZH6, UniRef:UniRef90_A0A070A4R2
contig_1	cds	389126	389989	-	CENAFE_02475	cysE	serine O-acetyltransferase	COG:COG1045, COG:E, RefSeq:WP_034928918.1, SO:0001217, UniParc:UPI000304BFAD, UniRef:UniRef100_A0A2D3HG63, UniRef:UniRef50_A0A365YTB4, UniRef:UniRef90_A0A2D3HG63
contig_1	cds	390049	391281	-	CENAFE_02480		ubiquinone biosynthesis protein UbiH	EC:1.14.13.-, KEGG:K03185, RefSeq:WP_007398960.1, SO:0001217, UniParc:UPI00020800C7, UniRef:UniRef100_A0A2D3HG67, UniRef:UniRef50_A0A0U5FJ88, UniRef:UniRef90_G2I1P7
contig_1	cds	391485	391823	+	CENAFE_02485	glnK	transcriptional regulator	COG:COG0347, COG:TE, RefSeq:WP_007398958.1, SO:0001217, UniParc:UPI00020800C5, UniRef:UniRef100_A0A2D3HGM0, UniRef:UniRef50_A0A2S3VYK3, UniRef:UniRef90_A0A2S3VYK3
contig_1	cds	391864	392343	+	CENAFE_02490		hypothetical protein	RefSeq:WP_034928908.1, SO:0001217, UniParc:UPI0003068AC8, UniRef:UniRef100_A0A2D3HGJ3, UniRef:UniRef50_A0A5C1YNQ6, UniRef:UniRef90_A0A2D3HGJ3
contig_1	cds	392384	393337	-	CENAFE_02495		Aspartyl protease	RefSeq:WP_007398955.1, SO:0001217, UniParc:UPI00020800C2, UniRef:UniRef100_A0A2D3HGB5, UniRef:UniRef50_A0A365YUG8, UniRef:UniRef90_G2I1P4
contig_1	cds	393337	394293	-	CENAFE_02500	pip	prolyl aminopeptidase	RefSeq:WP_007398954.1, SO:0001217, UniParc:UPI00020800C1, UniRef:UniRef100_A0A2D3HIH9, UniRef:UniRef50_A0A4Z1BA16, UniRef:UniRef90_A0A2D3HIH9
contig_1	cds	394306	395304	-	CENAFE_02505		recombinase XerC	RefSeq:WP_223846687.1, SO:0001217, UniParc:UPI0007DDF257, UniRef:UniRef100_A0A2D3HIV7, UniRef:UniRef50_A0A1M6GY34, UniRef:UniRef90_A0A1U9RMC6
contig_1	cds	395398	397662	+	CENAFE_02510	priA	primosomal protein N'	COG:COG1198, COG:L, EC:5.6.2.4, KEGG:K04066, SO:0001217, UniParc:UPI00020800BF, UniRef:UniRef100_A0A2D3HIT8, UniRef:UniRef50_D5QC91, UniRef:UniRef90_G2I1P1
contig_1	cds	397776	399461	-	CENAFE_02515		FAD-dependent oxidoreductase	KEGG:K07137, RefSeq:WP_007398951.1, SO:0001217, UniParc:UPI00020800BE, UniRef:UniRef100_A0A2D3HG52, UniRef:UniRef50_A0A6A7RYV9, UniRef:UniRef90_A0A070A458
contig_1	cds	399610	400701	+	CENAFE_02520		Cobalt transporter	RefSeq:WP_039999286.1, SO:0001217, UniParc:UPI0002FD16F4, UniRef:UniRef100_A0A2D3HGE7, UniRef:UniRef50_S6CYG4, UniRef:UniRef90_A0A070A4Q1
contig_1	cds	400661	401626	+	CENAFE_02525		cation transporter	SO:0001217, UniRef:UniRef50_A0A252B055, UniRef:UniRef90_A0A2D3HIP1
contig_1	cds	401795	403150	+	CENAFE_02530	clcA	chloride channel protein	COG:COG0038, COG:P, RefSeq:WP_007398947.1, SO:0001217, UniParc:UPI00020800BA, UniRef:UniRef100_A0A2D3HGC3, UniRef:UniRef50_A0A1D8UQP1, UniRef:UniRef90_A0A0M0EGS6
contig_1	cds	403127	404170	-	CENAFE_02535		Glycosyl transferase family 1	RefSeq:WP_099963317.1, SO:0001217, UniParc:UPI0007DDFFAB, UniRef:UniRef100_A0A2D3HIH4, UniRef:UniRef50_A0A0M0EGT6, UniRef:UniRef90_A0A070A5W0
contig_1	cds	404206	405273	-	CENAFE_02540		ANAPC4-WD40 domain-containing protein	RefSeq:WP_039999245.1, SO:0001217, UniParc:UPI0005876502, UniRef:UniRef100_A0A2D3HG90, UniRef:UniRef50_A0A252B085, UniRef:UniRef90_A0A070A453
contig_1	cds	405270	406271	-	CENAFE_02545	yejR	cobalamin biosynthesis protein CobW	COG:COG0523, COG:R, KEGG:K02234, RefSeq:WP_007398945.1, SO:0001217, UniParc:UPI00020800B8, UniRef:UniRef100_A0A2D3HGA5, UniRef:UniRef50_A0A6J5CM92, UniRef:UniRef90_A0A0M0EHT1
contig_1	cds	406391	407488	-	CENAFE_02550		Hexosyltransferase	RefSeq:WP_039999243.1, SO:0001217, UniParc:UPI0002EEEDB1, UniRef:UniRef100_A0A2D3HG76, UniRef:UniRef50_A0A347W9E4, UniRef:UniRef90_A0A070AAS9
contig_1	cds	407503	408171	-	CENAFE_02555		glutathione S-transferase	RefSeq:WP_007398943.1, SO:0001217, UniParc:UPI00020800B6, UniRef:UniRef100_A0A2D3HG78, UniRef:UniRef50_Q0BVT6, UniRef:UniRef90_G2I1N2
contig_1	cds	408164	409264	-	CENAFE_02560	mnmA	tRNA 2-thiouridine(34) synthase MnmA	COG:COG0482, COG:J, RefSeq:WP_039999242.1, SO:0001217, UniParc:UPI00031E3949, UniRef:UniRef100_A0A2D3HGM8, UniRef:UniRef50_Q8U9M5, UniRef:UniRef90_G2I1N1
contig_1	cds	409385	409699	-	CENAFE_02565	fdx	2Fe-2S ferredoxin	COG:C, COG:COG0633, RefSeq:WP_034928884.1, SO:0001217, UniParc:UPI000314FEB6, UniRef:UniRef100_A0A2D3HGK3, UniRef:UniRef50_Q9ZDW6, UniRef:UniRef90_G2I1N0
contig_1	cds	409704	410909	-	CENAFE_02570	iscS	IscS subfamily cysteine desulfurase	RefSeq:WP_039999240.1, SO:0001217, UniParc:UPI0002E779BD, UniRef:UniRef100_A0A2D3HGC5, UniRef:UniRef50_A0A2Z5ZHL5, UniRef:UniRef90_A0A2D3HGC5
contig_1	cds	410906	412042	-	CENAFE_02575		Cysteine desulfurase	RefSeq:WP_039999277.1, SO:0001217, UniParc:UPI000587888E, UniRef:UniRef100_A0A2D3HIS1, UniRef:UniRef50_A0A6I4YUS4, UniRef:UniRef90_A0A070AAS4
contig_1	cds	412626	413291	+	CENAFE_02580		alpha/beta hydrolase	COG:COG2945, COG:R, RefSeq:WP_007398938.1, SO:0001217, UniParc:UPI000207FFC4, UniRef:UniRef100_A0A2D3HG61, UniRef:UniRef50_A0A7W6CKP2, UniRef:UniRef90_A0A070A497
contig_1	cds	413401	414648	+	CENAFE_02585	tyrS	tyrosine--tRNA ligase	COG:COG0162, COG:J, EC:6.1.1.1, KEGG:K01866, RefSeq:WP_039999275.1, SO:0001217, UniParc:UPI000586D3F3, UniRef:UniRef100_A0A2D3HIL3, UniRef:UniRef50_A7INU9, UniRef:UniRef90_A0A0D6Q0U7
contig_1	cds	414664	415185	+	CENAFE_02590		DUF4186 domain-containing protein	RefSeq:WP_007398935.1, SO:0001217, UniParc:UPI000207FFC1, UniRef:UniRef100_A0A2D3HGF7, UniRef:UniRef50_G2I1M5, UniRef:UniRef90_A0A070A442
contig_1	cds	415154	415486	-	CENAFE_02595		Rieske domain-containing protein	RefSeq:WP_034928881.1, SO:0001217, UniParc:UPI0002DA0AFC, UniRef:UniRef100_A0A2D3HGD2, UniRef:UniRef50_A0A347W9F3, UniRef:UniRef90_G2I1M4
contig_1	cds	415608	416855	+	CENAFE_02600	ampS	aminopeptidase	COG:COG2309, COG:E, RefSeq:WP_007398932.1, SO:0001217, UniParc:UPI000207FFBE, UniRef:UniRef100_A0A2D3HGA0, UniRef:UniRef50_A0A399F156, UniRef:UniRef90_A0A0M0EGV3
contig_1	cds	416852	417433	+	CENAFE_02605		hypothetical protein	RefSeq:WP_039999238.1, SO:0001217, UniParc:UPI0003131001, UniRef:UniRef100_A0A2D3HGB4, UniRef:UniRef50_G2I1M2, UniRef:UniRef90_A0A070A493
contig_1	cds	417551	418669	-	CENAFE_02610		glycosyltransferase family 1 protein	RefSeq:WP_007398930.1, SO:0001217, UniParc:UPI000207FFBC, UniRef:UniRef100_A0A2D3HG84, UniRef:UniRef50_A0A1S8D0E9, UniRef:UniRef90_A0A070A5U1
contig_1	cds	418666	420360	-	CENAFE_02615		heparinase	RefSeq:WP_007398929.1, SO:0001217, UniParc:UPI000207FFBB, UniRef:UniRef100_A0A2D3HG88, UniRef:UniRef50_A0A0N1FAA0, UniRef:UniRef90_A0A070A426
contig_1	cds	420398	421075	-	CENAFE_02620	rpe	ribulose-phosphate 3-epimerase	COG:COG0036, COG:G, RefSeq:WP_007398928.1, SO:0001217, UniParc:UPI000207FFBA, UniRef:UniRef100_A0A2D3HGN8, UniRef:UniRef50_P51012, UniRef:UniRef90_A0A833JKH7
contig_1	cds	421137	422471	-	CENAFE_02625		rRNA cytosine-C5-methylase	EC:2.1.1.176, KEGG:K03500, RefSeq:WP_034928869.1, SO:0001217, UniParc:UPI0004DA703A, UniRef:UniRef100_A0A070AAR6, UniRef:UniRef50_A0A347W9F9, UniRef:UniRef90_A0A070AAR6
contig_1	cds	422552	423259	+	CENAFE_02630		YggS family pyridoxal phosphate-dependent enzyme	RefSeq:WP_034928866.1, SO:0001217, UniParc:UPI0002DB6C6F, UniRef:UniRef100_A0A2D3HGD5, UniRef:UniRef50_A0A160PD37, UniRef:UniRef90_G2I1L7
contig_1	cds	423365	425356	+	CENAFE_02635	kup	potassium uptake protein	COG:COG3158, COG:P, KEGG:K03549, RefSeq:WP_112209874.1, SO:0001217, UniParc:UPI0007DD512E, UniRef:UniRef100_A0A181C7N7, UniRef:UniRef50_Q0BPL2, UniRef:UniRef90_D5QC65
contig_1	cds	425362	426552	+	CENAFE_02640	hemW	radical SAM family heme chaperone HemW	RefSeq:WP_007398923.1, SO:0001217, UniParc:UPI000207FFB5, UniRef:UniRef100_A0A2D3HGG7, UniRef:UniRef50_A0A511AZ75, UniRef:UniRef90_G2I1L5
contig_1	cds	426605	427732	+	CENAFE_02645		Pyrimidine-specific ribonucleoside hydrolase RihA	RefSeq:WP_007398922.1, SO:0001217, UniParc:UPI000207FFB4, UniRef:UniRef100_A0A181C7N0, UniRef:UniRef50_A0A0M0EGT3, UniRef:UniRef90_A0A181C7N0
contig_1	cds	427749	428192	+	CENAFE_02650		DUF1489 domain-containing protein	COG:COG5458, COG:S, RefSeq:WP_039999237.1, SO:0001217, UniParc:UPI0002E2F4C5, UniRef:UniRef100_A0A2D3HGE1, UniRef:UniRef50_A0A2W7Q9Q3, UniRef:UniRef90_G2I1L3
contig_1	cds	428180	429289	+	CENAFE_02655		Lytic transglycosylase	RefSeq:WP_007398920.1, SO:0001217, UniParc:UPI000207FFB2, UniRef:UniRef100_A0A2D3HGB0, UniRef:UniRef50_A0A023D2V4, UniRef:UniRef90_A0A070A483
contig_1	cds	429311	431350	-	CENAFE_02660		Glycoside hydrolase family 3	RefSeq:WP_039999233.1, SO:0001217, UniParc:UPI000586EC6E, UniRef:UniRef100_A0A2D3HGC6, UniRef:UniRef50_A0A0M0EGP5, UniRef:UniRef90_A0A2D3HGC6
contig_1	cds	431579	432124	+	CENAFE_02665		DUF3576 domain-containing protein	RefSeq:WP_007398916.1, SO:0001217, UniParc:UPI000207FFAE, UniRef:UniRef100_A0A2D3HG96, UniRef:UniRef50_A0A0D6MJD1, UniRef:UniRef90_A0A318PQ51
contig_1	cds	432231	434864	+	CENAFE_02670	leuS	leucine--tRNA ligase	COG:COG0495, COG:J, RefSeq:WP_007398915.1, SO:0001217, UniParc:UPI000207FFAD, UniRef:UniRef100_A0A2D3HG98, UniRef:UniRef50_B5ZV40, UniRef:UniRef90_A0A070A414
contig_1	cds	434868	435719	+	CENAFE_02675		Lipopolysaccharide-assembly	RefSeq:WP_007398914.1, SO:0001217, UniParc:UPI000207FFAC, UniRef:UniRef100_A0A2D3HGP8, UniRef:UniRef50_D5QC58, UniRef:UniRef90_A0A070A4M3
contig_1	cds	435716	436738	+	CENAFE_02680	holA	DNA polymerase III subunit delta	RefSeq:WP_007398913.1, SO:0001217, UniParc:UPI000207FFAB, UniRef:UniRef100_A0A2D3HGM4, UniRef:UniRef50_A0A847KP72, UniRef:UniRef90_A0A070AAQ9
contig_1	tRNA	436815	437122	+	CENAFE_02685		tRNA-Xxx	
contig_1	cds	437514	437666	-	CENAFE_02690		hypothetical protein	RefSeq:WP_157772014.1, SO:0001217, UniParc:UPI0002FB6DFD, UniRef:UniRef100_A0A181C7M7, UniRef:UniRef50_A0A181C7M7, UniRef:UniRef90_A0A181C7M7
contig_1	cds	438194	439414	+	CENAFE_02695		Ferredoxin--NADP reductase	EC:1.14.13.113, KEGG:K22879, RefSeq:WP_112209872.1, SO:0001217, UniParc:UPI0007DD2C27, UniRef:UniRef100_A0A181C7Q0, UniRef:UniRef50_A0A181C7Q0, UniRef:UniRef90_A0A181C7Q0
contig_1	cds	439475	440320	-	CENAFE_02700	istB	IS21-like element helper ATPase IstB	RefSeq:WP_007396167.1, SO:0001217, UniParc:UPI000207F854, UniRef:UniRef100_A0A070ABR2, UniRef:UniRef50_A0A401J958, UniRef:UniRef90_A0A070ABR2
contig_1	cds	440317	440796	-	CENAFE_02705		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A181C8W7, UniRef:UniRef90_A0A181C8W7
contig_1	cds	441050	442396	+	CENAFE_02710		ATP-grasp domain-containing protein	RefSeq:WP_007398906.1, SO:0001217, UniParc:UPI000207FFA4, UniRef:UniRef100_A0A2D3HG82, UniRef:UniRef50_G2I1I2, UniRef:UniRef90_A0A070A409
contig_1	cds	442598	443608	-	CENAFE_02715	pstS	phosphate ABC transporter substrate-binding protein PstS	COG:COG0226, COG:P, SO:0001217, UniParc:UPI0002D8D3E9, UniRef:UniRef100_A0A070A4L8, UniRef:UniRef50_A9H9X2, UniRef:UniRef90_G2I1I1
contig_1	cds	443956	445413	-	CENAFE_02720		mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	RefSeq:WP_050800722.1, SO:0001217, UniParc:UPI0002EAED63, UniRef:UniRef100_A0A2D3HGF2, UniRef:UniRef50_D5RTR3, UniRef:UniRef90_A0A070AAQ4
contig_1	cds	445485	446153	-	CENAFE_02725		hypothetical protein	RefSeq:WP_007398900.1, SO:0001217, UniParc:UPI000207FF9E, UniRef:UniRef100_A0A2D3HGB9, UniRef:UniRef50_G2I1H9, UniRef:UniRef90_A0A2D3HGB9
contig_1	cds	446793	448361	+	CENAFE_02730		hypothetical protein	RefSeq:WP_007398898.1, SO:0001217, UniParc:UPI000207FF9C, UniRef:UniRef100_A0A2D3HGD6, UniRef:UniRef50_G2I1H8, UniRef:UniRef90_A0A070A404
contig_1	cds	448358	449161	+	CENAFE_02735		Glycosyl transferase	RefSeq:WP_039999229.1, SO:0001217, UniParc:UPI0002FB2630, UniRef:UniRef100_A0A2D3HGA4, UniRef:UniRef50_A0A0U5EUX4, UniRef:UniRef90_A0A070A4L3
contig_1	cds	449261	450154	+	CENAFE_02740		glycosyl transferase	SO:0001217, UniParc:UPI0007DD5D73, UniRef:UniRef100_A0A181C7N3, UniRef:UniRef50_W5YCG8, UniRef:UniRef90_A0A070AAP9
contig_1	cds	450128	450403	-	CENAFE_02745		hypothetical protein	RefSeq:WP_007398895.1, SO:0001217, UniParc:UPI000207FE9E, UniRef:UniRef100_A0A2D3HGQ8, UniRef:UniRef50_W5YC01, UniRef:UniRef90_A0A2D3HGQ8
contig_1	cds	450431	450586	-	CENAFE_02750		hypothetical protein	RefSeq:WP_007398894.1, SO:0001217, UniParc:UPI000207FE9D, UniRef:UniRef100_A0A181C7N9, UniRef:UniRef50_W5YBT8, UniRef:UniRef90_A0A181C7N9
contig_1	cds	450608	450892	-	CENAFE_02755		hypothetical protein	SO:0001217, UniParc:UPI0005874208, UniRef:UniRef100_A0A2D3HIM5, UniRef:UniRef50_G2I1H3, UniRef:UniRef90_G2I1H3
contig_1	cds	451026	451433	+	CENAFE_02760	arfB	aminoacyl-tRNA hydrolase	RefSeq:WP_034928830.1, SO:0001217, UniParc:UPI0003046D78, UniRef:UniRef100_A0A2D3HGN2, UniRef:UniRef50_A0A7W4NYH2, UniRef:UniRef90_A0A2D3HGN2
contig_1	cds	451743	454229	+	CENAFE_02765		hypothetical protein	SO:0001217, UniParc:UPI0007DD69DB, UniRef:UniRef100_A0A2D3HGG2, UniRef:UniRef50_A0A2D3HGF3, UniRef:UniRef90_A0A2D3HGF3
contig_1	cds	454450	455949	-	CENAFE_02770		RND transporter	RefSeq:WP_007398887.1, SO:0001217, UniParc:UPI000207FE96, UniRef:UniRef100_A0A2D3HGC9, UniRef:UniRef50_A0A4Y3TW24, UniRef:UniRef90_A0A0D6QBN7
contig_1	cds	455954	459079	-	CENAFE_02775	acrB	Multidrug efflux pump subunit AcrB	COG:COG0841, COG:V, SO:0001217, UniParc:UPI0007DCD442, UniRef:UniRef100_A0A181C7K8, UniRef:UniRef50_P31224, UniRef:UniRef90_D5QFP5
contig_1	cds	459086	460231	-	CENAFE_02780	adeA	efflux transporter periplasmic adaptor subunit	RefSeq:WP_034927676.1, SO:0001217, UniParc:UPI0004D88029, UniRef:UniRef100_A0A2D3HGB6, UniRef:UniRef50_A0A1Y3G7F8, UniRef:UniRef90_G2I1G9
contig_1	cds	460421	461056	+	CENAFE_02785		hypothetical protein	PFAM:PF00440.26
contig_1	cds	461351	461683	-	CENAFE_02790		hypothetical protein	SO:0001217, UniParc:UPI0007DD6D36, UniRef:UniRef100_A0A181C7M5, UniRef:UniRef50_A0A2D3HGR6, UniRef:UniRef90_A0A2D3HGR6
contig_1	cds	461644	462279	-	CENAFE_02795		HTH deoR-type domain-containing protein	SO:0001217, UniParc:UPI0007DDBCFA, UniRef:UniRef100_A0A181C7L3, UniRef:UniRef50_A0A0M4CQT0, UniRef:UniRef90_A0A2D3HGP5
contig_1	cds	462394	463965	+	CENAFE_02800	spoIVCA	recombinase family protein	COG:COG1961, COG:L, SO:0001217, UniParc:UPI000207FE8D, UniRef:UniRef100_A0A2D3HGG4, UniRef:UniRef50_A0A3M5AQC0, UniRef:UniRef90_D5QF03
contig_1	cds	463965	464867	+	CENAFE_02805	spo0J	chromosome partitioning protein ParB	COG:COG1475, COG:D, RefSeq:WP_007398877.1, SO:0001217, UniParc:UPI000207FE8C, UniRef:UniRef100_A0A2D3HGA2, UniRef:UniRef50_A0A0S2EMG7, UniRef:UniRef90_A0A1U9KLM4
contig_1	cds	464857	465795	+	CENAFE_02810	spo0J	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	COG:COG1475, COG:D, RefSeq:WP_034933861.1, SO:0001217, UniParc:UPI0002FA8550, UniRef:UniRef100_A0A070A1G7, UniRef:UniRef50_A0A0S2EML3, UniRef:UniRef90_A0A070A1G7
contig_1	cds	465723	466331	-	CENAFE_02815		Integrase core domain protein	SO:0001217, UniParc:UPI0007DDD488, UniRef:UniRef100_A0A181C7I0, UniRef:UniRef50_A0A181C7I0, UniRef:UniRef90_A0A181C7I0
contig_1	cds	466384	467193	+	CENAFE_02820		IS5 family transposase	RefSeq:WP_039999222.1, SO:0001217, UniParc:UPI000587F982, UniRef:UniRef100_A0A2D3HGJ8, UniRef:UniRef50_A0A2S3W1Q4, UniRef:UniRef90_A0A7W4PMV1
contig_1	cds	467247	468056	-	CENAFE_02825		HNH endonuclease	SO:0001217, UniParc:UPI0007DDAD7D, UniRef:UniRef100_A0A2D3HGH1, UniRef:UniRef50_A0A2D3HGH1, UniRef:UniRef90_A0A2D3HGH1
contig_1	cds	468305	469135	+	CENAFE_02830		IS5-like element IS1032 family transposase	COG:COG3293, COG:X, RefSeq:WP_039998273.1, SO:0001217, UniParc:UPI00030568FB, UniRef:UniRef100_A0A2D3HGD9, UniRef:UniRef50_A0A173L1H7, UniRef:UniRef90_Q44566
contig_1	cds	469276	469458	-	CENAFE_02835		hypothetical protein	RefSeq:WP_007398871.1, SO:0001217, UniParc:UPI000207FE86, UniRef:UniRef100_A0A2D3HGF5, UniRef:UniRef50_A0A2D3HGF5, UniRef:UniRef90_A0A2D3HGF5
contig_1	cds	469626	470129	-	CENAFE_02840		VapC toxin family PIN domain ribonuclease	EC:3.1.-.-, KEGG:K07062, SO:0001217, UniParc:UPI0007DD5441, UniRef:UniRef100_A0A181CEE1, UniRef:UniRef50_A0A181CEE1, UniRef:UniRef90_A0A181CEE1
contig_1	cds	470077	470313	-	CENAFE_02845		type II toxin-antitoxin system prevent-host-death family antitoxin	RefSeq:WP_007398869.1, SO:0001217, UniParc:UPI000207FE84, UniRef:UniRef100_A0A2D3HGC7, UniRef:UniRef50_A0A011U7W1, UniRef:UniRef90_A0A2D3HGC7
contig_1	cds	471469	471801	-	CENAFE_02850		hypothetical protein	SO:0001217, UniParc:UPI00068379FE, UniRef:UniRef100_A0A181CEG1, UniRef:UniRef50_A0A181CEG1, UniRef:UniRef90_A0A181CEG1
contig_1	cds	471759	472052	-	CENAFE_02855		hypothetical protein	SO:0001217, UniParc:UPI0007DD8697, UniRef:UniRef100_A0A181CEH2, UniRef:UniRef50_A0A181CEH2, UniRef:UniRef90_A0A181CEH2
contig_1	cds	472127	472375	+	CENAFE_02860		HTH-type transcriptional regulator HmrR	SO:0001217, UniParc:UPI0007DCE595, UniRef:UniRef100_A0A181CEF8, UniRef:UniRef50_A0A6S7C0M8, UniRef:UniRef90_A0A181CEF8
contig_1	cds	472281	472691	-	CENAFE_02865		hypothetical protein	SO:0001217, UniParc:UPI0007DD08FB, UniRef:UniRef100_A0A181CEI8, UniRef:UniRef50_A0A181CEI8, UniRef:UniRef90_A0A181CEI8
contig_1	cds	472922	473938	-	CENAFE_02870	qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	COG:COG0604, COG:CR, RefSeq:WP_223846560.1, SO:0001217, UniParc:UPI0007DCCCBE, UniRef:UniRef100_A0A2D3HGQ1, UniRef:UniRef50_A0A5E7SRL5, UniRef:UniRef90_A0A149RQ07
