#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	756846	757787	+	CENAFE_04285	34.0	6.0		RefSeq:WP_007397089.1, SO:0001217, UniParc:UPI0002080397, UniRef:UniRef100_A0A2D3HGY8, UniRef:UniRef50_G2I090, UniRef:UniRef90_G2I090
contig_1	777758	778270	+	CENAFE_04375	17.5	6.0		RefSeq:WP_223846599.1, SO:0001217, UniParc:UPI000319D187, UniRef:UniRef100_A0A2D3HH43, UniRef:UniRef50_A0A7U7QA94, UniRef:UniRef90_A0A2D3HH43
contig_1	779479	779616	-	CENAFE_04385	5.0	12.0		RefSeq:WP_166498083.1, SO:0001217, UniParc:UPI000315C444, UniRef:UniRef100_A0A181C6I4, UniRef:UniRef50_A0A0M0EJW4, UniRef:UniRef90_A0A181C6I4
contig_1	781564	781920	+	CENAFE_04395	12.6	9.8		RefSeq:WP_034926809.1, SO:0001217, UniParc:UPI000318B73E, UniRef:UniRef100_A0A2D3HHD6, UniRef:UniRef50_A0A2D3HHD6, UniRef:UniRef90_A0A2D3HHD6
contig_1	784001	784285	+	CENAFE_04415	10.8	11.0		RefSeq:WP_007397123.1, SO:0001217, UniParc:UPI00020804B1, UniRef:UniRef100_A0A2D3HH97, UniRef:UniRef50_A0A839UV07, UniRef:UniRef90_A0A2D3HH97
contig_1	784341	785870	-	CENAFE_04420	56.7	6.9		SO:0001217, UniRef:UniRef50_A0A2D3HIM2, UniRef:UniRef90_A0A2D3HIM2
contig_1	795964	797259	+	CENAFE_04455	47.0	9.4		RefSeq:WP_007397133.1, SO:0001217, UniParc:UPI00020804BB, UniRef:UniRef100_A0A2D3HHF2, UniRef:UniRef50_A0A070AA81, UniRef:UniRef90_A0A070AA81
contig_1	797355	798614	+	CENAFE_04460	46.7	8.9		RefSeq:WP_223846598.1, SO:0001217, UniParc:UPI0002F2C05A, UniRef:UniRef100_A0A2D3HH76, UniRef:UniRef50_A0A070A3M2, UniRef:UniRef90_A0A070A3M2
contig_1	808813	808950	+	CENAFE_04520	4.7	6.8		RefSeq:WP_007397149.1, SO:0001217, UniParc:UPI00020804CB, UniRef:UniRef100_A0A181C6J8, UniRef:UniRef50_W5YCS8, UniRef:UniRef90_A0A181C6J8
contig_1	810079	812187	-	CENAFE_04530	74.4	6.5		RefSeq:WP_007397151.1, SO:0001217, UniParc:UPI00020804CD, UniRef:UniRef100_A0A2D3HH33, UniRef:UniRef50_A0A1U9KQA5, UniRef:UniRef90_G2I052
contig_1	852646	852810	+	CENAFE_04690	6.2	7.0		
contig_1	854187	854282	+	CENAFE_04700	3.8	9.5		SO:0001217, UniParc:UPI0007DCEB5C, UniRef:UniRef100_A0A181C6E1, UniRef:UniRef50_A0A181C6E1, UniRef:UniRef90_A0A181C6E1
contig_1	856048	856191	-	CENAFE_04710	5.2	4.9		
contig_1	866156	866704	-	CENAFE_04755	20.4	9.6		SO:0001217, UniRef:UniRef50_A0A070AB12, UniRef:UniRef90_A0A070AB12
contig_1	867331	867471	-	CENAFE_04765	5.1	6.8		RefSeq:WP_167331781.1, SO:0001217, UniParc:UPI0007DDD9BE, UniRef:UniRef100_A0A181C6B9, UniRef:UniRef50_A0A0D6PX20, UniRef:UniRef90_A0A181C6B9
contig_1	893575	894060	+	CENAFE_04885	18.2	9.5		RefSeq:WP_007397238.1, SO:0001217, UniParc:UPI000208081A, UniRef:UniRef100_A0A2D3HHE9, UniRef:UniRef50_G2HZW0, UniRef:UniRef90_G2HZW0
contig_1	900873	901076	-	CENAFE_04920	7.4	5.5		RefSeq:WP_007397246.1, SO:0001217, UniParc:UPI0002080822, UniRef:UniRef100_A0A2D3HHA4, UniRef:UniRef50_S5XX24, UniRef:UniRef90_W5YKK7
contig_1	903626	903886	+	CENAFE_04935	9.8	11.8		
contig_1	918106	918924	+	CENAFE_05030	27.6	6.5		SO:0001217, UniParc:UPI0007DDB1DB, UniRef:UniRef100_A0A2D3HHE6, UniRef:UniRef50_W5YDM2, UniRef:UniRef90_A0A2D3HHE6
contig_1	925337	927103	-	CENAFE_05075	61.4	6.4		SO:0001217, UniParc:UPI0002F10FBD, UniRef:UniRef100_A0A070AAR0, UniRef:UniRef50_A0A149Q356, UniRef:UniRef90_A0A070AAR0
contig_1	927551	927811	-	CENAFE_05080	9.7	9.5		RefSeq:WP_007397279.1, SO:0001217, UniParc:UPI0002080938, UniRef:UniRef100_A0A2D3HHB5, UniRef:UniRef50_D5QAI3, UniRef:UniRef90_A0A2D3HHB5
contig_1	951326	953191	+	CENAFE_05185	65.6	6.9		RefSeq:WP_223846555.1, SO:0001217, UniParc:UPI0007DD7328, UniRef:UniRef100_A0A181CE54, UniRef:UniRef50_A0A318PVB3, UniRef:UniRef90_A0A2D3HHK5
contig_1	971581	972810	-	CENAFE_05275	43.0	7.9		
contig_1	978679	978921	+	CENAFE_05310	8.4	5.6		SO:0001217, UniParc:UPI0007DE1826, UniRef:UniRef100_A0A181CED1, UniRef:UniRef50_A0A181CED1, UniRef:UniRef90_A0A181CED1
contig_1	982367	982792	-	CENAFE_05335	15.4	10.9		RefSeq:WP_007397339.1, SO:0001217, UniParc:UPI0002080A5D, UniRef:UniRef100_A0A2D3HHQ4, UniRef:UniRef50_G2I7L2, UniRef:UniRef90_G2I7L2
contig_1	982833	983090	-	CENAFE_05340	9.2	9.6		RefSeq:WP_007397340.1, SO:0001217, UniParc:UPI0002080A5E, UniRef:UniRef100_A0A2D3HHJ9, UniRef:UniRef50_G2I7L1, UniRef:UniRef90_G2I7L1
contig_1	985383	985847	+	CENAFE_05355	15.9	9.2		RefSeq:WP_007397343.1, SO:0001217, UniParc:UPI0002080A61, UniRef:UniRef100_A0A2D3HHH0, UniRef:UniRef50_A0A1U9RLH9, UniRef:UniRef90_A0A070A8J8
contig_1	1015811	1016500	+	CENAFE_05505	25.8	9.1		RefSeq:WP_146750197.1, SO:0001217, UniParc:UPI0007DF5126, UniRef:UniRef100_A0A181C533, UniRef:UniRef50_A0A181C533, UniRef:UniRef90_A0A181C533
contig_1	1016606	1016761	-	CENAFE_05510	5.5	5.5		SO:0001217, UniParc:UPI0007DF2F74, UniRef:UniRef100_A0A181C515, UniRef:UniRef50_A0A181C515, UniRef:UniRef90_A0A181C515
contig_1	1028833	1029732	-	CENAFE_05580	35.3	8.9		RefSeq:WP_146750202.1, SO:0001217, UniParc:UPI0007E12EFD, UniRef:UniRef100_A0A858JIK9, UniRef:UniRef50_A0A858JIK9, UniRef:UniRef90_A0A858JIK9
contig_1	1031170	1032705	-	CENAFE_05590	57.7	8.8		RefSeq:WP_139064268.1, SO:0001217, UniParc:UPI0002F32AA2, UniRef:UniRef100_A0A181C5W1, UniRef:UniRef50_A0A0Q5GWY2, UniRef:UniRef90_A0A181C5W1
contig_1	1043243	1043518	+	CENAFE_05645	10.3	10.8		SO:0001217, UniRef:UniRef50_A0A2T0WDD5, UniRef:UniRef90_A0A1Y0V934
contig_1	1057861	1058478	-	CENAFE_05710	21.5	9.8		RefSeq:WP_039998604.1, SO:0001217, UniParc:UPI000586B3F1, UniRef:UniRef100_A0A2D3HHK0, UniRef:UniRef50_A0A0M0EJG6, UniRef:UniRef90_A0A070A6Z3
contig_1	1058579	1059382	-	CENAFE_05715	28.6	7.0		RefSeq:WP_039998569.1, SO:0001217, UniParc:UPI0002DA39B6, UniRef:UniRef100_A0A2D3HAC4, UniRef:UniRef50_B5ZGB6, UniRef:UniRef90_A0A070A8T6
contig_1	1059949	1060113	+	CENAFE_05720	6.0	9.2		RefSeq:WP_166498161.1, SO:0001217, UniParc:UPI0007DDDFA9, UniRef:UniRef100_A0A2D3HAD1, UniRef:UniRef50_A0A2D3HAD1, UniRef:UniRef90_A0A2D3HAD1
contig_1	1060426	1060989	+	CENAFE_05725	19.8	6.3		SO:0001217, UniParc:UPI0007DD6810, UniRef:UniRef100_A0A2D3HA61, UniRef:UniRef50_W5YC38, UniRef:UniRef90_A0A070A752
contig_1	1061110	1061361	-	CENAFE_05730	9.2	9.2		RefSeq:WP_034930030.1, SO:0001217, UniParc:UPI0002DC27C3, UniRef:UniRef100_A0A2D3HA48, UniRef:UniRef50_W5Y5B8, UniRef:UniRef90_A0A2D3HA48
contig_1	1064886	1065434	-	CENAFE_05745	20.2	9.8		RefSeq:WP_039998606.1, SO:0001217, UniParc:UPI000586EAC9, UniRef:UniRef100_A0A2D3HA86, UniRef:UniRef50_D5QGF9, UniRef:UniRef90_A0A070A8T9
contig_1	1066204	1067226	+	CENAFE_05750	36.8	6.9		SO:0001217, UniParc:UPI000207FA5D, UniRef:UniRef100_A0A2D3HA51, UniRef:UniRef50_A0A070ADM5, UniRef:UniRef90_A0A070ADM5
contig_1	1074001	1076691	-	CENAFE_05785	98.9	6.6		RefSeq:WP_039998571.1, SO:0001217, UniParc:UPI0002F0D54A, UniRef:UniRef100_A0A2D3HA70, UniRef:UniRef50_A0A070A7K7, UniRef:UniRef90_A0A070A7K7
contig_1	1089912	1090097	-	CENAFE_05845	6.6	9.0		RefSeq:WP_167331785.1, SO:0001217, UniParc:UPI0004D40366, UniRef:UniRef100_A0A070A8U9, UniRef:UniRef50_A0A070A8U9, UniRef:UniRef90_A0A070A8U9
contig_1	1095614	1095937	+	CENAFE_05880	12.0	7.7		RefSeq:WP_034931033.1, SO:0001217, UniParc:UPI0002D7C8DB, UniRef:UniRef100_A0A070A8G3, UniRef:UniRef50_A0A0D6Q766, UniRef:UniRef90_A0A070A8G3
contig_1	1097803	1098438	+	CENAFE_05890	23.5	6.0		RefSeq:WP_034931027.1, SO:0001217, UniParc:UPI0004D88AB7, UniRef:UniRef100_A0A070A844, UniRef:UniRef50_W5Y4I3, UniRef:UniRef90_A0A070A844
contig_1	1098718	1098825	-	CENAFE_05895	3.8	4.6		SO:0001217, UniParc:UPI0007DD3E8F, UniRef:UniRef100_A0A858JND6, UniRef:UniRef50_G2I7E1, UniRef:UniRef90_A0A858JND6
contig_1	1102694	1103032	+	CENAFE_05920	11.9	6.1		RefSeq:WP_034931077.1, SO:0001217, UniParc:UPI00030ECDF9, UniRef:UniRef100_A0A2D3HHR0, UniRef:UniRef50_W5Y4J3, UniRef:UniRef90_A0A2D3HHR0
contig_1	1103159	1103368	-	CENAFE_05925	7.6	9.3		RefSeq:WP_007397474.1, SO:0001217, UniParc:UPI000207FB91, UniRef:UniRef100_A0A2D3HHQ1, UniRef:UniRef50_G2I7C7, UniRef:UniRef90_G2I7C7
contig_1	1106659	1107654	-	CENAFE_05940	37.3	6.8		RefSeq:WP_007397478.1, SO:0001217, UniParc:UPI000207FCB5, UniRef:UniRef100_A0A2D3HAI4, UniRef:UniRef50_G2I7C4, UniRef:UniRef90_A0A2D3HAI4
contig_1	1114705	1115337	-	CENAFE_05980	23.6	6.8		RefSeq:WP_223846551.1, SO:0001217, UniParc:UPI0007DE046B, UniRef:UniRef100_A0A2D3HAD0, UniRef:UniRef50_G2I7B7, UniRef:UniRef90_G2I7B7
contig_1	1128416	1129441	-	CENAFE_06030	38.3	6.5		SO:0001217, UniParc:UPI000207FCCC, UniRef:UniRef100_A0A2D3HAF2, UniRef:UniRef50_A0A2D3HAF2, UniRef:UniRef90_A0A2D3HAF2
contig_1	1136115	1136618	+	CENAFE_06070	17.3	7.0		RefSeq:WP_007397514.1, SO:0001217, UniParc:UPI000207FCD9, UniRef:UniRef100_A0A181CDT4, UniRef:UniRef50_G2I733, UniRef:UniRef90_A0A181CDT4
contig_1	1137736	1137966	+	CENAFE_06080	8.1	11.8		RefSeq:WP_172459733.1, SO:0001217, UniParc:UPI0003149169, UniRef:UniRef100_A0A070AEI2, UniRef:UniRef50_G2I731, UniRef:UniRef90_A0A070AEI2
contig_1	1138124	1138750	+	CENAFE_06085	22.9	5.4		RefSeq:WP_034931744.1, SO:0001217, UniParc:UPI0004D75232, UniRef:UniRef100_A0A070A8E0, UniRef:UniRef50_W5YCG7, UniRef:UniRef90_A0A070A8E0
contig_1	1146202	1146597	-	CENAFE_06120	14.8	5.5		RefSeq:WP_007397527.1, SO:0001217, UniParc:UPI000207FE08, UniRef:UniRef100_A0A2D3HAB9, UniRef:UniRef50_G2I723, UniRef:UniRef90_G2I723
contig_1	1148656	1148757	-	CENAFE_06135	3.6	12.0		SO:0001217, UniParc:UPI0007DDAE20, UniRef:UniRef100_A0A181CDZ0, UniRef:UniRef50_A0A347WB27, UniRef:UniRef90_A0A181CDZ0
contig_1	1148924	1149109	+	CENAFE_06140	6.8	11.6		RefSeq:WP_007397531.1, SO:0001217, UniParc:UPI000207FE0C, UniRef:UniRef100_A0A2D3HAB6, UniRef:UniRef50_G2I720, UniRef:UniRef90_A0A2D3HAB6
contig_1	1149507	1150058	+	CENAFE_06150	21.3	12.0		
contig_1	1149998	1150174	-	CENAFE_06155	6.1	6.1		RefSeq:WP_007397533.1, SO:0001217, UniParc:UPI000207FE0E, UniRef:UniRef100_A0A181CDT2, UniRef:UniRef50_W5Y4R7, UniRef:UniRef90_A0A181CDT2
contig_1	1150912	1151073	-	CENAFE_06165	6.1	5.8		RefSeq:WP_007397536.1, SO:0001217, UniParc:UPI000207FE11, UniRef:UniRef100_A0A181CDU0, UniRef:UniRef50_W5YCI0, UniRef:UniRef90_A0A181CDU0
contig_1	1151291	1151467	+	CENAFE_06170	6.4	5.0		RefSeq:WP_007397537.1, SO:0001217, UniParc:UPI000207FE12, UniRef:UniRef100_A0A181CDR4, UniRef:UniRef50_W5Y5R5, UniRef:UniRef90_A0A181CDR4
contig_1	1151480	1151599	-	CENAFE_06175	4.4	8.0		SO:0001217, UniParc:UPI0002F231C7, UniRef:UniRef100_A0A181CDT7, UniRef:UniRef50_A0A0M0EG27, UniRef:UniRef90_A0A181CDT7
contig_1	1151824	1152015	+	CENAFE_06180	6.5	9.3		RefSeq:WP_034931712.1, SO:0001217, UniParc:UPI0002F8105D, UniRef:UniRef100_A0A2D3HAD6, UniRef:UniRef50_G2I714, UniRef:UniRef50_W5Y4P2, UniRef:UniRef90_A0A347WB36, UniRef:UniRef90_W5Y4P2
contig_1	1152050	1152223	-	CENAFE_06185	5.2	4.4		RefSeq:WP_007397540.1, SO:0001217, UniParc:UPI000207FE15, UniRef:UniRef100_A0A181CDY1, UniRef:UniRef50_G2I713, UniRef:UniRef90_A0A181CDY1
contig_1	1152671	1153147	+	CENAFE_06190	16.9	7.8		RefSeq:WP_007397541.1, SO:0001217, UniParc:UPI000207FE16, UniRef:UniRef100_A0A070A8E9, UniRef:UniRef50_A0A1U9RN70, UniRef:UniRef90_A0A070A8E9
contig_1	1153325	1154242	-	CENAFE_06195	32.6	5.8		RefSeq:WP_099963284.1, SO:0001217, UniParc:UPI0002F74ED5, UniRef:UniRef100_A0A2D3HHR9, UniRef:UniRef50_W5Y4P5, UniRef:UniRef90_A0A070A7Q3
contig_1	1154598	1155209	+	CENAFE_06200	21.5	5.1		RefSeq:WP_007397545.1, SO:0001217, UniParc:UPI000207FE1A, UniRef:UniRef100_A0A181CDS0, UniRef:UniRef50_D5QIH3, UniRef:UniRef90_A0A181CDS0
contig_1	1155341	1155865	+	CENAFE_06205	18.5	8.9		RefSeq:WP_007397547.1, SO:0001217, UniParc:UPI000207FE1C, UniRef:UniRef100_A0A2D3HHL7, UniRef:UniRef50_A0A371Z389, UniRef:UniRef90_A0A2D3HHL7
contig_1	1155911	1156090	-	CENAFE_06210	6.5	11.8		RefSeq:WP_034931719.1, SO:0001217, UniParc:UPI0004DAC781, UniRef:UniRef100_A0A2D3HAJ7, UniRef:UniRef50_A0A0M0EG18, UniRef:UniRef90_A0A2D3HAJ7
contig_1	1160630	1161088	+	CENAFE_06225	16.4	5.9		RefSeq:WP_223846547.1, SO:0001217, UniParc:UPI0007DD5485, UniRef:UniRef100_A0A2D3HAD3, UniRef:UniRef50_G2I702, UniRef:UniRef90_A0A070A802
contig_1	1162425	1162760	-	CENAFE_06240	12.0	8.7		RefSeq:WP_007397555.1, SO:0001217, UniParc:UPI000207FE24, UniRef:UniRef100_A0A181CDP6, UniRef:UniRef50_A0A371Z394, UniRef:UniRef90_A0A181CDP6
contig_1	1164265	1164762	-	CENAFE_06255	18.5	6.2		RefSeq:WP_007397559.1, SO:0001217, UniParc:UPI000207FE28, UniRef:UniRef100_A0A181CDR2, UniRef:UniRef50_W5Y5X4, UniRef:UniRef90_A0A070AEK7
contig_1	1164974	1165201	+	CENAFE_06260	8.3	11.8		RefSeq:WP_034931731.1, SO:0001217, UniParc:UPI0002DA9211, UniRef:UniRef100_A0A2D3HAM8, UniRef:UniRef50_A0A2D3HAM8, UniRef:UniRef90_A0A2D3HAM8
contig_1	1194593	1194970	-	CENAFE_06405	13.9	8.7		SO:0001217, UniParc:UPI0007DDC3FA, UniRef:UniRef100_A0A181CD93, UniRef:UniRef50_A0A181CD93, UniRef:UniRef90_A0A181CD93
contig_1	1195086	1195241	+	CENAFE_06410	6.0	7.8		SO:0001217, UniRef:UniRef50_A0A858JL41, UniRef:UniRef90_A0A858JL41
contig_1	1204704	1204943	-	CENAFE_06455	8.4	9.5		SO:0001217, UniParc:UPI0007DD0602, UniRef:UniRef100_A0A181CDA0, UniRef:UniRef50_A0A181CDA0, UniRef:UniRef90_A0A181CDA0
contig_1	1212577	1213044	+	CENAFE_06485	16.9	5.9		RefSeq:WP_007397616.1, SO:0001217, UniParc:UPI000207FF78, UniRef:UniRef100_A0A2D3HAG6, UniRef:UniRef50_A0A371Z333, UniRef:UniRef90_A0A2D3HAG6
contig_1	1222947	1223123	-	CENAFE_06530	6.6	4.1		RefSeq:WP_007397626.1, SO:0001217, UniParc:UPI000208006F, UniRef:UniRef100_A0A181CDM4, UniRef:UniRef50_W5YBS6, UniRef:UniRef90_A0A181CDM4
contig_1	1252201	1252698	-	CENAFE_06675	16.6	9.0	PF04519.16|Bactofilin	PFAM:PF04519.16, RefSeq:WP_007397656.1, SO:0001217, UniParc:UPI000208008D, UniRef:UniRef100_A0A2D3HAJ6, UniRef:UniRef50_W5YCG0, UniRef:UniRef90_A0A318PZN6
contig_1	1256360	1256629	+	CENAFE_06690	8.7	7.1		RefSeq:WP_034929648.1, SO:0001217, UniParc:UPI0002F1A850, UniRef:UniRef100_A0A2D3HI07, UniRef:UniRef50_A0A347WBB7, UniRef:UniRef90_A0A2D3HI07
contig_1	1280290	1280940	+	CENAFE_06775	22.7	8.0		
contig_1	1280925	1282226	+	CENAFE_06780	47.8	5.6	PF13429.9|TPR_15, PF13432.9|TPR_16, PF13432.9|TPR_16, PF13432.9|TPR_16	PFAM:PF13429.9, PFAM:PF13432.9, PFAM:PF13432.9, PFAM:PF13432.9, SO:0001217, UniRef:UniRef50_D5QJ29, UniRef:UniRef90_A0A2D3HAU6
contig_1	1293710	1294066	-	CENAFE_06840	12.6	7.1		RefSeq:WP_007397696.1, SO:0001217, UniParc:UPI00020802A8, UniRef:UniRef100_A0A2D3HAX9, UniRef:UniRef50_W5YC64, UniRef:UniRef90_A0A070A943
contig_1	1297112	1297441	+	CENAFE_06855	12.8	5.7	PF13591.9|MerR_2	PFAM:PF13591.9, RefSeq:WP_007397700.1, SO:0001217, UniParc:UPI00020802AC, UniRef:UniRef100_A0A2D3HAU8, UniRef:UniRef50_A9HAH6, UniRef:UniRef90_A0A2D3HAU8
contig_1	1297520	1297921	-	CENAFE_06860	13.9	9.8		RefSeq:WP_007397701.1, SO:0001217, UniParc:UPI00020802AD, UniRef:UniRef100_A0A2D3HAS2, UniRef:UniRef50_G2I6N6, UniRef:UniRef90_G2I6N6
contig_1	1305150	1305332	-	CENAFE_06890	6.5	9.9		RefSeq:WP_034933611.1, SO:0001217, UniParc:UPI00030666CD, UniRef:UniRef100_A0A2D3HAZ0, UniRef:UniRef50_W5YCD0, UniRef:UniRef90_A0A2D3HAZ0
contig_1	1312722	1313210	-	CENAFE_06940	17.1	6.5		RefSeq:WP_223846535.1, SO:0001217, UniParc:UPI0002D859AA, UniRef:UniRef100_A0A2D3HAN3, UniRef:UniRef50_W5YBL5, UniRef:UniRef90_A0A070A8Q9
contig_1	1317103	1318173	-	CENAFE_06965	38.6	8.7		RefSeq:WP_007397724.1, SO:0001217, UniParc:UPI00020802C4, UniRef:UniRef100_A0A2D3HAQ5, UniRef:UniRef50_A0A7U7KM88, UniRef:UniRef90_A0A070A8Q3
contig_1	1335633	1336328	+	CENAFE_07050	24.2	6.8		SO:0001217, UniParc:UPI0003033233, UniRef:UniRef100_A0A2D3HAQ6, UniRef:UniRef50_A0A1D8URM5, UniRef:UniRef90_A0A2D3HAQ6
contig_1	1344194	1344640	+	CENAFE_07085	16.5	7.7		RefSeq:WP_007397752.1, SO:0001217, UniParc:UPI00020803C3, UniRef:UniRef100_A0A181CDD3, UniRef:UniRef50_A0A4Y6V7M6, UniRef:UniRef90_A0A347WBJ2
contig_1	1344683	1344925	-	CENAFE_07090	9.0	6.6		RefSeq:WP_007397753.1, SO:0001217, UniParc:UPI00020803C4, UniRef:UniRef100_A0A2D3HAZ2, UniRef:UniRef50_D5QJ99, UniRef:UniRef90_G2I6J3
contig_1	1345138	1345743	-	CENAFE_07095	21.6	5.1		SO:0001217, UniParc:UPI00020803C5, UniRef:UniRef100_A0A2D3HB20, UniRef:UniRef50_A0A318PIQ9, UniRef:UniRef90_A0A070A9B6
contig_1	1355808	1357007	-	CENAFE_07150	42.6	7.3	PF13975.9|gag-asp_proteas	PFAM:PF13975.9, RefSeq:WP_223846532.1, SO:0001217, UniParc:UPI0007DD454F, UniRef:UniRef100_A0A2D3HHU6, UniRef:UniRef50_A0A070AD47, UniRef:UniRef90_A0A070AD47
contig_1	1359074	1359331	-	CENAFE_07165	8.9	4.4		RefSeq:WP_007397773.1, SO:0001217, UniParc:UPI00020803D8, UniRef:UniRef100_A0A2D3HAT6, UniRef:UniRef50_A0A347WBT2, UniRef:UniRef90_A0A070A6F0
contig_1	1360853	1361182	-	CENAFE_07175	11.4	4.4		RefSeq:WP_007397775.1, SO:0001217, UniParc:UPI00020803DA, UniRef:UniRef100_A0A2D3HAS5, UniRef:UniRef50_G2I6H8, UniRef:UniRef90_A0A070AD46
contig_1	1364358	1364450	+	CENAFE_07190	3.2	5.7		SO:0001217, UniParc:UPI0007DE1638, UniRef:UniRef100_A0A181CDB5, UniRef:UniRef50_A0A181CDB5, UniRef:UniRef90_A0A181CDB5
contig_1	1390021	1390158	-	CENAFE_07290	5.2	11.6		SO:0001217, UniParc:UPI0007DD6C22, UniRef:UniRef100_A0A181CD81, UniRef:UniRef50_A0A181CD81, UniRef:UniRef90_A0A181CD81
contig_1	1390757	1391383	-	CENAFE_07295	24.0	9.8		RefSeq:WP_007397803.1, SO:0001217, UniParc:UPI00020804E9, UniRef:UniRef100_A0A181CD47, UniRef:UniRef50_A0A181CD47, UniRef:UniRef90_A0A181CD47
contig_1	1398436	1399440	+	CENAFE_07330	38.2	5.8		RefSeq:WP_007397812.1, SO:0001217, UniParc:UPI00020804F2, UniRef:UniRef100_A0A2D3HAV8, UniRef:UniRef50_D5QJE5, UniRef:UniRef90_A0A2D3HAV8
contig_1	1399497	1400018	-	CENAFE_07335	18.6	5.0		RefSeq:WP_007397813.1, SO:0001217, UniParc:UPI00020804F3, UniRef:UniRef100_A0A2D3HAV3, UniRef:UniRef50_G2I6H0, UniRef:UniRef90_A0A070A5F3
contig_1	1400267	1400635	+	CENAFE_07340	11.7	4.3		RefSeq:WP_034928473.1, SO:0001217, UniParc:UPI0004D34261, UniRef:UniRef100_A0A2D3HB32, UniRef:UniRef50_W5YBE7, UniRef:UniRef90_A0A2D3HB32
contig_1	1416579	1416770	-	CENAFE_07415	7.2	11.2		RefSeq:WP_034928534.1, SO:0001217, UniParc:UPI00030E070E, UniRef:UniRef100_A0A2D3HBV8, UniRef:UniRef50_G2I6F5, UniRef:UniRef90_G2I6F5
contig_1	1425101	1425433	-	CENAFE_07455	11.9	8.5		RefSeq:WP_034928552.1, SO:0001217, UniParc:UPI0002F59863, UniRef:UniRef100_A0A2D3HC08, UniRef:UniRef50_A0A7Y7J0H6, UniRef:UniRef90_G2I6E7
contig_1	1428689	1428940	+	CENAFE_07475	8.2	9.1		SO:0001217, UniParc:UPI0007DD5E72, UniRef:UniRef100_A0A181CD13, UniRef:UniRef50_A0A181CD13, UniRef:UniRef90_A0A181CD13
contig_1	1433815	1434729	-	CENAFE_07490	31.9	5.7		RefSeq:WP_007399899.1, SO:0001217, UniParc:UPI00020809E0, UniRef:UniRef100_A0A2D3HC61, UniRef:UniRef50_G2I6E1, UniRef:UniRef90_A0A070A987
contig_1	1435843	1436163	-	CENAFE_07500	11.5	4.4		RefSeq:WP_007399901.1, SO:0001217, UniParc:UPI00020809E2, UniRef:UniRef100_A0A2D3HC12, UniRef:UniRef50_W5YBC5, UniRef:UniRef90_A0A2D3HC12
contig_1	1453082	1453627	-	CENAFE_07580	19.5	9.0		RefSeq:WP_083824494.1, SO:0001217, UniParc:UPI0007DDCC18, UniRef:UniRef100_A0A2D3HBZ8, UniRef:UniRef50_A0A095B4W5, UniRef:UniRef90_G2I6C3
contig_1	1454005	1454466	+	CENAFE_07585	16.1	7.7		SO:0001217, UniParc:UPI0004D5BE4E, UniRef:UniRef100_A0A070AA03, UniRef:UniRef50_A0A0N0MH06, UniRef:UniRef90_A0A0D6Q8F4
contig_1	1479083	1479463	-	CENAFE_07690	13.7	10.7		RefSeq:WP_034928623.1, SO:0001217, UniParc:UPI0004D4DDE3, UniRef:UniRef100_A0A070A9C3, UniRef:UniRef50_G2I6A1, UniRef:UniRef90_A0A070A9C3
contig_1	1488364	1488675	+	CENAFE_07740	11.7	5.2		RefSeq:WP_225063176.1, SO:0001217, UniParc:UPI0002DD1810, UniRef:UniRef100_A0A181CEI0, UniRef:UniRef50_A0A181CEI0, UniRef:UniRef90_A0A181CEI0
contig_1	1491516	1491986	+	CENAFE_07755	18.3	8.6		RefSeq:WP_139064302.1, SO:0001217, UniParc:UPI0007E091B4, UniRef:UniRef100_A0A181C5R0, UniRef:UniRef50_A0A181C5R0, UniRef:UniRef90_A0A181C5R0
contig_1	1496290	1496688	-	CENAFE_07785	15.1	10.8		SO:0001217, UniParc:UPI0007E13793, UniRef:UniRef100_A0A181C5P8, UniRef:UniRef50_A0A181C5P8, UniRef:UniRef90_A0A181C5P8
contig_1	1499718	1503413	+	CENAFE_07800	133.3	5.1		SO:0001217, UniParc:UPI0007DFBB82, UniRef:UniRef100_A0A2D3HFG1, UniRef:UniRef50_A0A2D3HFG1, UniRef:UniRef90_A0A2D3HFG1
contig_1	1503410	1504573	+	CENAFE_07805	42.9	5.7		SO:0001217, UniParc:UPI0002F8328E, UniRef:UniRef100_A0A2D3HFE8, UniRef:UniRef50_A0A7W8UUJ2, UniRef:UniRef90_A0A2D3HFE8
contig_1	1507645	1508358	+	CENAFE_07820	26.7	5.6		RefSeq:WP_146750217.1, SO:0001217, UniParc:UPI0007E1B79C, UniRef:UniRef100_A0A181C641, UniRef:UniRef50_A0A181C641, UniRef:UniRef90_A0A181C641
contig_1	1509181	1509444	-	CENAFE_07830	9.8	9.6		
contig_1	1510140	1511699	+	CENAFE_07840	58.1	8.9	PF13005.10|zf-IS66	PFAM:PF13005.10
contig_1	1514618	1514977	+	CENAFE_07855	13.2	10.2		
contig_1	1518194	1518949	-	CENAFE_07865	28.3	9.2		SO:0001217, UniParc:UPI0007DD5A50, UniRef:UniRef100_A0A2D3HFP4, UniRef:UniRef50_A0A070A427, UniRef:UniRef90_A0A070A427
